"","ssvid","best_flag","best_vessel_class","vessel_name"
"520","412271470","CHN","squid_jigger","ZHONGYUANYU17"
"521","412421184","CHN","squid_jigger","TAOYUAN611"
"522","412424491","CHN","squid_jigger","JIADE17"
"523","412549163","CHN","squid_jigger","HONGPU3"
"524","412439586","CHN","squid_jigger","OUYA7"
"525","412549051","CHN","squid_jigger","NINGTAI617"
"526","412440773","CHN","squid_jigger","FUYUANYU7624"
"527","412440762","CHN","squid_jigger","FUYUANYU7669"
"528","412420578","CHN","squid_jigger","RUNDA605"
"529","412420578","CHN","squid_jigger",NA
"530","412420947","CHN","squid_jigger","SHUNHANG"
"531","412420947","CHN","squid_jigger","SHUNHANG17"
"532","412421178","CHN","squid_jigger","SHUNZE75"
