msgid,ssvid,seg_id,timestamp,lat,lon,speed_knots,heading,course,meters_to_prev,implied_speed_knots,hours,night,nnet_score,logistic_score,night_loitering,type,source,receiver_type,receiver,distance_from_sat_km,sat_altitude_km,sat_lat,sat_lon,elevation_m,distance_from_shore_m,distance_from_port_m,is_fishing_vessel
cba12a03-54d1-8246-94c8-3fae24b0cdaf,412336962,412336962-2020-11-21T21:58:07.000000Z,2020-12-11 12:58:04.000000 UTC,-26.1588533333,45.92752,10.6,511.0,244.1,217.53913425423318,21.142845997303173,0.0055555555555555558,false,0.0,0.0,0,AIS.1,spire,satellite,FM113,1679.7029116513106,540.3081875,-39.270811630989236,36.965556459813016,-1431.0,76000.0,159232.812,true
997f0b6a-c2da-67a9-ab4c-cfcd90a15ff7,412331281,412331281-2020-11-25T18:04:19.000000Z,2020-12-09 04:48:16.000000 UTC,-22.2672533333,54.8812,8.9,511.0,257.4,2304.9661047709674,35.2790489273693,0.035277777777777776,false,0.0,0.0,0,AIS.1,spire,satellite,FM121,,,,,-4363.0,121000.0,120543.648,true
7c758d1e-244d-0bf2-c5b7-72b30c8216cc,412420659,412420659-2019-12-08T03:14:51.000000Z,2020-01-03 08:00:35.000000 UTC,29.9482316667,122.26395,0.0,511.0,360.0,3555.2251483830487,25.98014190951104,0.073888888888888893,false,0.0,0.0,0,AIS.1,spire,terrestrial,,,,,,7.0,1000.0,0.0,true
a323b7fd-05fa-d62a-506e-8381d93faaad,150402947,150402947-2020-05-13T10:23:54.000000Z,2020-07-12 01:33:09.000000 UTC,41.1663383333,-174.167725,7.5,328.0,324.6,125.61052114582789,24.416424321368314,0.0027777777777777779,false,0.0,1.0,0,AIS.18,spire,satellite,FM108,891.753879196374,516.34359375,38.161741767428687,-164.50048676877645,-6006.0,1178000.0,1203418.125,true
697a5047-76b4-0499-2b2c-6ecd26d9e9d6,150400453,150400453-2021-05-22T14:21:17.000000Z,2021-06-29 13:17:38.000000 UTC,6.0102133333,-143.3823716667,8.0,284.0,284.2,1288.2684731182983,48.156961988784822,0.014444444444444444,true,0.0,0.0,0,AIS.18,spire,satellite,FM113,922.00150089646775,530.4403125,7.3053218805671563,-151.6282467372186,-5059.0,1574000.0,1626762.5,true
677ca132-d673-a5e1-6c51-c2beaa292e25,150402951,150402951-2021-11-30T14:21:09.000000Z,2021-12-21 14:42:12.000000 UTC,-45.5198533333,-60.5216666667,3.7,511.0,3.6,1268.7590899240804,39.778053131874614,0.017222222222222222,false,1.0,1.0,0,AIS.1,spire,satellite,FM125,,,,,-90.0,392000.0,412670.719,true
4c4b97d4-16b4-cb30-6d3f-336f81739f74,150400453,150400453-2021-05-22T14:21:17.000000Z,2021-05-26 08:52:00.000000 UTC,-30.432355,-89.3605083333,9.1,322.0,322.4,37.876804482983104,36.812845045056108,0.00055555555555555556,true,0.0,0.0,0,AIS.19,spire,satellite,FM112,600.85420734038928,552.0664375,-25.074467393075171,-90.15369633848745,-3761.0,887000.0,1055061.375,true
e8f1bf6e-eeae-8bcd-c333-c1b5903c3b8f,412420574,412420574-2021-02-04T01:48:59.000000Z,2021-04-06 04:10:01.000000 UTC,-45.542535,-60.2967383333,9.0,233.0,233.9,67.23751846847351,32.674408287347042,0.0011111111111111111,true,0.0,1.0,0,AIS.18,spire,satellite,FM116,,,,,-69.0,408000.0,429948.562,true
5eca7016-3877-d6f9-5947-8a1afa9c805e,412420574,412420574-2021-01-14T08:42:43.000000Z,2021-01-25 23:12:13.000000 UTC,-35.3420816667,14.80074,10.4,264.0,263.0,259.50181230461345,25.221240639697683,0.0055555555555555558,true,0.0,0.0,0,AIS.18,spire,satellite,FM41,2405.9012417840618,500.75959375,-45.041594230281753,-10.703266452431588,-4671.0,348000.0,354808.719,true
dd698617-a2a3-9dbb-8845-583bfceead02,412420574,412420574-2019-11-10T12:31:36.000000Z,2020-01-22 07:43:18.000000 UTC,-52.47753,-69.53993,15.4,45.0,45.2,355.52089036416106,20.325547561990103,0.0094444444444444445,true,0.0,0.0,0,AIS.18,spire,satellite,FM105,1936.6067338793241,534.336,-35.831525728300022,-76.7805655554472,-78.0,1000.0,98539.953,true
3b127bc5-6306-5996-9365-8ff0bf45bade,412420574,412420574-2021-01-14T06:43:19.000000Z,2021-01-15 02:15:03.000000 UTC,-19.9036266667,60.2833716667,11.3000001907,240.0,240.1999969482,647117.977697533,25.330880571267841,13.793888888888889,false,,0.0,0,AIS.18,orbcomm,satellite,rORBCOMM999,,,,,-3988.0,262000.0,282462.875,true
1b448031-63d1-0ce1-503b-153e5a2d92ab,412331282,412331282-2021-09-17T10:03:04.000000Z,2021-09-20 09:50:07.000000 UTC,32.3360816667,128.6351033333,8.9,511.0,152.9,2706.1774517138888,35.304173518056984,0.041388888888888892,true,0.0,0.0,0,AIS.1,spire,terrestrial,,,,,,-381.0,28000.0,104751.719,true
57fc871a-b52f-e51a-0e7a-1d42a4dbad2a,412331283,412331283-2021-09-17T11:00:19.000000Z,2021-09-20 17:50:20.000000 UTC,31.45287,129.4763433333,9.8,511.0,113.7,2893.1316965682295,31.242929191240307,0.05,true,0.0,0.0,0,AIS.1,spire,terrestrial,,,,,,-777.0,25000.0,22567.117,true
4d9fec18-b0c0-9103-48b7-0329ccc651bd,150402951,150402951-2021-11-30T14:21:09.000000Z,2021-12-21 14:41:10.000000 UTC,-45.5309466667,-60.517855,8.8,511.0,169.1,1066.3607345914143,60.965097738631847,0.0094444444444444445,false,1.0,1.0,0,AIS.1,spire,satellite,FM67,1914.5017377398922,505.63928125,-52.528109506762966,-84.688895253209878,-82.0,392000.0,412837.562,true
82b475d2-d31c-7b67-6a72-c2c292dc62cc,412331284,412331284-2021-08-12T02:11:48.000000Z,2021-09-18 17:10:04.000000 UTC,32.3028083333,128.666595,8.5,511.0,154.2,2616.3451903996074,25.685374282841234,0.055,true,0.0,0.0,0,AIS.1,spire,terrestrial,,,,,,-454.0,31000.0,99552.68,true
e0a24a09-2468-510d-b4d3-f64b70313d49,412331282,412331282-2021-09-17T10:03:04.000000Z,2021-09-19 20:26:58.000000 UTC,34.0232,128.807,8.0,190.0,190.0,1223.8118853411781,21.6260910814899,0.030555555555555555,true,0.0,0.0,0,AIS.1,orbcomm,terrestrial,rORBCOMM000,,,,,-114.0,34000.0,57309.195,true
460a7bef-62f6-5a09-8379-7f6f701cd020,412420574,412420574-2019-11-10T12:31:36.000000Z,2020-01-22 01:22:13.000000 UTC,-53.1954716667,-70.917195,5.8000001907,116.0,116.0,555.07006899181056,21.579126030153226,0.013888888888888888,true,0.0,0.0,0,AIS.18,orbcomm,terrestrial,rORBCOMM000,,,,,-21.0,1000.0,0.0,true
4b1fd6ec-2771-befb-e26e-2f771255a122,412331284,412331284-2021-08-12T02:11:48.000000Z,2021-09-18 06:10:04.000000 UTC,34.0356,128.8429016667,9.4,511.0,193.9,2857.8860557209059,22.955438317485168,0.067222222222222225,false,0.0,0.0,0,AIS.1,spire,terrestrial,,,,,,-117.0,31000.0,55589.734,true
173642d9-427b-196a-48ce-889449d05ac8,412336962,412336962-2020-11-21T21:58:07.000000Z,2020-12-02 04:21:03.000000 UTC,-6.9624266667,77.6096,10.1,511.0,235.3,60.05030946905292,23.34539851042689,0.0013888888888888889,false,0.0,0.0,0,AIS.1,spire,satellite,FM51,681.93060919336847,597.063375,-13.094366655448086,77.71082831485478,-5078.0,567000.0,574916.938,true
9dbf0a26-1cf2-57e5-94cf-956b39d5a207,412336962,412336962-2020-11-21T21:58:07.000000Z,2020-12-23 14:55:03.000000 UTC,-37.5237033333,-7.0292733333,9.0,511.0,258.700012207,89.945971978075235,24.976968464346026,0.0019444444444444444,false,0.0,0.0,0,AIS.1,orbcomm,satellite,rORBCOMM999,,,,,-3351.0,396000.0,2314370.0,true
bf288e3e-8bc4-6560-e5f8-24962c303c3a,412331283,412331283-2021-09-17T11:00:19.000000Z,2021-09-20 19:10:02.000000 UTC,31.3624766667,129.6954133333,8.8,511.0,114.2,2671.9652688193514,34.857849186821682,0.041388888888888892,true,0.0,0.0,0,AIS.1,spire,terrestrial,,,,,,-114.0,27000.0,43362.871,true
5e601281-197d-8426-2742-26cedc0ad691,412331284,412331284-2022-11-03T20:35:07.000000Z,2022-11-05 18:59:02.000000 UTC,17.105693333333331,64.080456666666663,8.6,511.0,298.7,292.2562139562699,81.1562105446395,0.0019444444444444444,true,0.0,1.0,0,AIS.18,spire,dynamic,,,,,,-3644.0,659000.0,728307.125,true
deb358ef-1f86-46c8-e690-7844d5a7cfc9,412331279,412331279-2020-11-25T23:21:34.000000Z,2020-12-08 23:24:39.000000 UTC,-21.88816,55.6384533333,8.9,511.0,240.7,2410.5005199007346,26.472198421431898,0.049166666666666664,true,0.0,0.0,0,AIS.1,spire,satellite,FM117,,,,,-3520.0,57000.0,63354.375,true
5c5d2b13-307d-0bfa-b80f-e34aa3ee6953,412331281,412331281-2020-11-25T18:04:19.000000Z,2020-12-13 23:12:16.000000 UTC,-30.41832,35.9670933333,9.0,511.0,242.6,197.59326719074463,20.215039191090167,0.0052777777777777779,true,0.0,0.0,0,AIS.1,spire,satellite,FM113,1735.6544535885323,523.83878125,-26.922794222558519,53.326112792362593,-1795.0,405000.0,400509.281,true
08cb4ab0-feb6-5939-951a-89d06643f0ae,412331284,412331284-2021-08-12T02:11:48.000000Z,2021-09-18 16:06:36.000000 UTC,32.4618333333,128.582,9.5,154.0,154.0,1480.1077396567948,31.616077214282097,0.025277777777777777,true,0.0,0.0,0,AIS.1,orbcomm,terrestrial,rORBCOMM000,,,,,-273.0,16000.0,109352.391,true
101d69a0-3f65-5aad-a30f-8eb07f4e7d71,412336962,412336962-2020-11-21T21:58:07.000000Z,2021-03-01 23:31:03.000000 UTC,-44.99961,-60.0289466667,8.0,511.0,189.3000030518,82.354387443721308,26.68035090014239,0.0016666666666666668,true,0.0,1.0,0,AIS.1,orbcomm,satellite,rORBCOMM999,,,,,-58.0,382000.0,441500.781,true
52034628-1e3d-2ff6-677b-dc51fc35d692,412331282,412331282-2021-09-17T10:03:04.000000Z,2021-10-14 20:52:06.000000 UTC,5.086395,-161.75536,9.2,511.0,94.1,320.35824517485707,21.473060832268644,0.0080555555555555554,false,0.0,0.0,0,AIS.1,spire,satellite,FM4,1644.0495713208161,632.9410625,5.912558638794537,-146.9243884177678,-3787.0,93000.0,299145.469,true
6013796f-ddd4-2b56-5a02-69d20dfbf02d,150201657,150201657-2022-11-22T19:15:24.000000Z,2022-12-01 03:35:11.000000 UTC,37.2785,122.69364999999999,10.6,511.0,35.4,8617.63850136147,25.69192955784732,0.18111111111111111,false,0.0,0.0,0,AIS.18,spire,terrestrial,,,,,,-26.0,9000.0,0.0,true
cf401eb7-0eef-d40f-502c-654487c9c8f5,412331284,412331284-2021-08-12T02:11:48.000000Z,2021-09-18 18:30:04.000000 UTC,32.1319566667,128.7568916667,8.5,511.0,156.2,2614.0596334988513,23.633773938547613,0.059722222222222225,true,0.0,0.0,0,AIS.1,spire,terrestrial,,,,,,-358.0,34000.0,80052.953,true
2f01a70f-e9a9-5583-ba49-f1878e08c371,412420574,412420574-2020-05-22T09:32:00.000000Z,2020-06-16 11:59:01.000000 UTC,-45.7000883333,-60.8557766667,9.0,218.0,218.6000061035,857.041652071591,27.310404985734422,0.016944444444444446,false,0.0,0.0,0,AIS.18,orbcomm,satellite,rORBCOMM999,,,,,-120.0,372000.0,390269.156,true
8ac19092-c192-7393-5565-c3b457236a87,150402951,150402951-2021-03-11T04:14:52.000000Z,2021-07-08 10:23:05.000000 UTC,14.69361,-173.7103816667,9.8,295.0,295.7,157.18754105130202,20.369619069756126,0.0041666666666666666,true,0.0,0.0,0,AIS.18,spire,satellite,FM122,,,,,-5727.0,499000.0,1714739.25,true
4aeadea4-bd56-05ee-2db2-ef893227df47,412331281,412331281-2021-04-12T00:04:40.000000Z,2021-05-15 12:14:02.000000 UTC,-47.5975833333,-61.66746,9.3,511.0,221.7,91.409037195665334,25.383244954525452,0.0019444444444444444,false,0.0,0.0,0,AIS.1,spire,satellite,FM61,2042.8267603134302,502.46540625,-50.821006753410067,-33.805204585274275,-123.0,306000.0,311980.406,true
5b5dec1b-997d-bbfe-782f-511f44127115,412420574,412420574-2019-11-10T12:31:36.000000Z,2020-01-22 01:38:04.000000 UTC,-53.1852933333,-70.848085,9.8,57.0,57.5,1656.5604855413926,89.4459834168075,0.01,true,0.0,0.0,0,AIS.18,spire,satellite,FM61,2357.8226343082374,515.57065625,-64.001810104451721,-34.932729576816079,-137.0,5000.0,1735.611,true
52bc5a4b-1329-ec1f-ab7f-b110539dd076,412420574,412420574-2021-02-04T01:48:59.000000Z,2021-06-27 08:41:01.000000 UTC,-0.9137516667,-109.4600333333,8.4,91.0,91.0,132.81661941068336,23.470145558443139,0.0030555555555555557,true,0.0,0.0,0,AIS.18,spire,satellite,FM131,,,,,-3835.0,1243000.0,1880783.125,true
ed006fc3-93d7-b88c-c1b2-0ec90fa659a4,412331283,412331283-2021-09-17T11:00:19.000000Z,2021-09-20 11:10:11.000000 UTC,32.1738566667,128.7297883333,8.6,511.0,152.9,2724.3753995806019,35.541579793374261,0.041388888888888892,true,0.0,0.0,0,AIS.1,spire,terrestrial,,,,,,-278.0,33000.0,85179.578,true
4bb01249-cc26-5546-ac03-be35cb0dc2f0,412331281,412331281-2020-11-25T18:04:19.000000Z,2020-12-09 03:55:38.000000 UTC,-22.2085083333,55.00985,9.3000001907,511.0,240.3999938965,3230.8349873944881,22.59050958704012,0.07722222222222222,false,0.0,0.0,0,AIS.1,orbcomm,satellite,rORBCOMM999,,,,,-4214.0,109000.0,108230.75,true
f41b0d39-2c8e-3692-1e71-a4758be388ee,412331285,412331285-2022-09-23T19:16:42.000000Z,2022-10-05 01:56:23.660000 UTC,30.05698,122.71538666666666,7.4,511.0,200.0,481.44356373700185,22.463745272761859,0.011572222222222222,false,0.0,0.0,0,AIS.1,spire,dynamic,,,,,,-37.0,9000.0,6761.842,true
2122a67b-bacd-9cd9-5e38-37e4ad2cfad0,412420574,412420574-2021-02-04T01:48:59.000000Z,2021-02-20 12:01:13.000000 UTC,-46.6400766667,-60.6885533333,9.4,511.0,288.2,172.40602978279682,20.945393050774754,0.0044444444444444444,false,0.0,0.0,0,AIS.18,spire,satellite,FM51,2107.5489580833596,617.819375,-50.842275912748939,-32.469082689176,-109.0,390000.0,408331.375,true
b1444759-fdf1-5ebb-832f-ca8cd78df07d,412331284,412331284-2021-08-12T02:11:48.000000Z,2021-09-18 16:46:34.000000 UTC,32.3684,128.631,8.8999996185,156.0,156.0,1377.1339611713424,30.077534116899763,0.024722222222222222,true,0.0,0.0,0,AIS.1,orbcomm,terrestrial,rORBCOMM000,,,,,-303.0,25000.0,107888.461,true
35c93922-a2ff-59a5-bf96-865953779319,412331284,412331284-2021-08-12T02:11:48.000000Z,2021-09-18 18:26:29.000000 UTC,32.1532,128.745,8.3999996185,158.0,158.0,1305.5287295101891,30.210867321386853,0.023333333333333334,true,0.0,0.0,0,AIS.1,orbcomm,terrestrial,rORBCOMM000,,,,,-324.0,34000.0,82277.688,true
c803ea38-e1a9-0995-8c89-2c401d62b0be,412331285,412331285-2021-09-15T12:20:47.000000Z,2021-09-19 05:28:12.000000 UTC,31.101615,130.2873483333,11.0,511.0,114.5,2661.1288758004243,49.264338393889339,0.029166666666666667,false,,0.0,0,AIS.1,spire,terrestrial,,,,,,-334.0,17000.0,17791.189,true
d02646a3-a414-dbdb-42e9-da12c07dec15,412331281,412331281-2021-01-12T17:30:09.000000Z,2021-02-04 12:55:03.000000 UTC,-45.41202,-60.5822533333,3.9,511.0,8.8,560.85501862273554,27.255030057481143,0.011111111111111112,false,0.0,1.0,0,AIS.1,spire,satellite,FM118,,,,,-153.0,383000.0,406379.656,true
5281abfa-50b2-af1f-734d-545b6ed7a3c0,412336962,412336962-2020-11-21T21:58:07.000000Z,2021-06-12 02:35:01.000000 UTC,-12.8974783333,-90.77404,9.9,511.0,296.8,255.73074193218656,124.27363269565571,0.0011111111111111111,true,0.0,0.0,0,AIS.1,spire,satellite,FM3,1828.6800599318956,632.9676875,-5.7101221235769231,-105.77500595037404,-3978.0,1278000.0,1287566.375,true
b1e5a0b9-a103-5bfa-85e2-28608f255584,412331284,412331284-2021-08-12T02:11:48.000000Z,2021-09-18 06:06:02.000000 UTC,34.0608,128.849,9.3999996185,188.0,188.0,1412.593762227468,47.341862187810293,0.016111111111111111,false,0.0,0.0,0,AIS.1,orbcomm,terrestrial,rORBCOMM000,,,,,-122.0,29000.0,53608.691,true
e54e8556-8d93-9055-900a-c430051fc331,412331285,412331285-2022-09-12T09:32:08.330000Z,2022-09-15 03:59:15.650000 UTC,36.879473333333337,122.44332,0.2,511.0,360.0,163291.34322503526,22.583269272445705,3.9041805555555555,false,0.0,,0,AIS.1,spire,dynamic,,,,,,-2.0,2000.0,0.0,true
259b896a-e22f-09a6-212c-fa5462735db9,412331283,412331283-2021-09-17T11:00:19.000000Z,2021-09-19 19:50:01.000000 UTC,34.1049733333,128.82442,7.9,511.0,191.7,2412.2571561984528,20.747759758237507,0.06277777777777778,true,0.0,1.0,0,AIS.1,spire,terrestrial,,,,,,-117.0,32000.0,48687.875,true
6bd235f0-80de-be19-f860-e8646c811286,150400453,150400453-2021-09-17T23:03:06.000000Z,2021-11-02 05:44:15.000000 UTC,-8.4077066667,-102.5438083333,9.1,111.0,112.6,605.82377810493233,39.253745878530985,0.0083333333333333332,true,0.0,0.0,0,AIS.18,spire,satellite,FM116,,,,,-4054.0,1478000.0,1503224.25,true
4f853f34-8fd8-4e43-914a-26da5ba03720,412336962,412336962-2020-11-21T21:58:07.000000Z,2020-12-03 22:08:00.000000 UTC,-10.90456,71.9513066667,9.6,511.0,234.4,43.965703945158268,28.487138214225844,0.00083333333333333339,true,0.0,0.0,0,AIS.1,spire,satellite,FM109,,,,,-3931.0,387000.0,404309.312,true
333d3295-7889-dcde-37c2-8e7975fdaffc,412420574,412420574-2021-02-04T01:48:59.000000Z,2021-06-20 07:10:19.000000 UTC,-0.121295,-117.2011483333,9.4,295.0,295.3,1909.2893634177074,61.855247506643465,0.016666666666666666,true,0.0,1.0,0,AIS.18,spire,satellite,FM122,,,,,-4128.0,1454000.0,2281572.25,true
6f8d03e2-e645-8f8c-8bd6-f8011450d1de,412420574,412420574-2021-01-14T08:42:43.000000Z,2021-01-30 23:13:06.000000 UTC,-35.3393133333,-8.1686866667,8.8,270.0,269.8,137.87795558660591,38.287132518336612,0.0019444444444444444,true,0.0,0.0,0,AIS.18,spire,satellite,FM61,2421.67529023735,501.98140625,-56.226504859895172,0.89326403135785259,-3994.0,415000.0,2172992.5,true
21dfe8ea-3d5a-072a-6540-884ddbe3dbae,150402940,150402940-2020-05-14T03:11:10.000000Z,2020-05-22 16:16:01.000000 UTC,40.890255,162.2151333333,9.9,511.0,279.7,149.9243882832908,32.380669381425143,0.0025,true,0.0,0.0,0,AIS.18,spire,satellite,FM108,1553.3248610032767,525.1410625,27.050581640465012,164.51861404844419,-5513.0,1050000.0,1179073.875,true
c6365f4e-a95b-0957-bf39-a589659dfb09,412331285,412331285-2022-10-08T17:48:53.430000Z,2022-10-19 01:04:01.890000 UTC,4.8252533333333334,98.855666666666664,10.0,511.0,311.0,356.99614414409922,28.498408415202586,0.0067638888888888887,false,0.0,0.0,0,AIS.18,spire,dynamic,,,,,,-92.0,77000.0,99269.797,true
14667fd9-6f46-3cf5-b368-23780dbb015c,412331283,412331283-2021-09-17T11:00:19.000000Z,2021-09-20 09:30:09.000000 UTC,32.3893583333,128.604475,8.9,511.0,155.3,2738.453255338869,35.7252362872,0.041388888888888892,true,0.0,0.0,0,AIS.1,spire,terrestrial,,,,,,-325.0,23000.0,110634.875,true
aeaf6efd-0ff5-9110-b041-465072b55b24,412331282,412331282-2021-09-17T10:03:04.000000Z,2021-09-20 16:30:18.000000 UTC,31.54892,129.259005,9.5,511.0,119.4,2801.0981407347908,32.028415223077069,0.047222222222222221,true,0.0,0.0,0,AIS.1,spire,terrestrial,,,,,,-564.0,39000.0,13699.869,true
29a162c5-4d34-df6b-ea35-90e8276ad217,412331283,412331283-2021-09-17T11:00:19.000000Z,2021-10-11 10:18:10.000000 UTC,5.2108033333,-174.2449783333,9.5,511.0,88.1,150.15640310374567,20.848358534365921,0.0038888888888888888,true,0.0,0.0,0,AIS.1,spire,satellite,FM34,1860.9211282574993,483.060625,11.496976120404563,170.06904501510633,-5763.0,554000.0,1483124.875,true
434c64c0-8be9-8dd7-efe2-a9014b13abab,412420574,412420574-2021-02-04T01:48:59.000000Z,2021-02-08 12:56:03.000000 UTC,-42.1761266667,-46.3890216667,10.0,248.0,248.7,412.399087416742,23.577341003012098,0.0094444444444444445,false,0.0,0.0,0,AIS.18,spire,satellite,FM61,1251.8476310339154,503.414375,-53.43306988955819,-46.143161148584191,-5197.0,1052000.0,1051616.5,true
aaad11f1-c11b-3786-13ef-eeebef1cf260,412336962,412336962-2020-11-21T21:58:07.000000Z,2021-07-16 02:19:04.000000 UTC,-2.339405,-100.2342933333,3.7,511.0,125.5,60.6244949501408,23.568621154796535,0.0013888888888888889,true,1.0,0.0,0,AIS.3,spire,satellite,FM121,,,,,-3448.0,978000.0,1000180.5,true
8087c251-9c9c-28d8-a82e-0412147dd704,412420574,412420574-2021-02-04T01:48:59.000000Z,2021-07-09 06:47:25.000000 UTC,-1.9830566667,-99.951155,11.1,310.0,310.4,348.61784857504944,20.135383947751272,0.0093485283333333332,true,0.0,1.0,0,AIS.18,spire,satellite,FM3,1374.9652426972536,641.04875,-2.611548098400406,-112.31056645774405,-3444.0,940000.0,959290.625,true
508460fd-4c61-5872-a62d-334b29fb49a1,412331283,412331283-2021-09-17T11:00:19.000000Z,2021-09-20 03:47:08.000000 UTC,33.358,128.666,9.6999998093,195.0,195.0,5507.3637778115008,155.14962113892102,0.019166666666666665,false,0.0,0.0,0,AIS.1,orbcomm,terrestrial,rORBCOMM000,,,,,-137.0,29000.0,71512.477,true
6fb49f1f-7449-bdc7-a80a-d8c9830b751c,150402951,150402951-2021-11-30T14:21:09.000000Z,2021-12-21 14:27:43.000000 UTC,-45.5191266667,-60.539615,9.5,511.0,107.2,1728.6048570355033,26.457454277187022,0.035277777777777776,false,1.0,1.0,0,AIS.1,spire,satellite,FM133,,,,,-75.0,390000.0,411129.938,true
e3a0b470-20c1-5d80-3c07-0a67a9e6c43e,412420574,412420574-2020-08-01T14:28:56.000000Z,2020-08-02 00:15:43.000000 UTC,10.9261883333,-145.0476533333,8.8,285.0,286.9,471153.80384711205,26.012957281054714,9.7797222222222224,false,0.0,0.0,0,AIS.18,spire,satellite,FM107,605.64287078441873,517.33703125,14.802412826473974,-141.12185575836392,-5193.0,1413000.0,1450697.625,true
661c4b80-004e-87a1-92f7-f120ce166b75,412420659,412420659-2020-01-12T04:07:15.000000Z,2020-01-23 08:14:06.000000 UTC,13.79065,-165.7595333333,11.4,511.0,105.8,181.07063412028694,21.998045000981008,0.0044444444444444444,true,0.0,0.0,0,AIS.18,spire,satellite,FM53,1784.0809324041545,597.026375,18.464266752996366,-149.7723110947926,-3039.0,520000.0,1131802.375,true
4609e654-acc3-61e9-7c37-ea4326ad323b,412331284,412331284-2021-08-12T02:11:48.000000Z,2021-09-18 18:50:05.000000 UTC,32.0887916667,128.7794,8.4,511.0,152.1,2621.6326802134395,23.813000170338729,0.059444444444444446,true,0.0,0.0,0,AIS.1,spire,terrestrial,,,,,,-396.0,35000.0,75637.773,true
830ae4f4-fbf7-5b47-9e1e-b97daa7e4f1a,412331279,412331279-2020-11-25T23:21:34.000000Z,2021-01-03 06:32:03.000000 UTC,-39.83504,-49.27138,10.3000001907,511.0,233.6000061035,51.980088336073138,20.207987061885134,0.0013888888888888889,true,0.0,0.0,0,AIS.1,orbcomm,satellite,rORBCOMM999,,,,,-5449.0,719000.0,720060.375,true
