,msgid,ssvid,seg_id,timestamp,lat,lon,speed_knots,heading,course,meters_to_prev,implied_speed_knots,hours,night,nnet_score,logistic_score,night_loitering,type,source,receiver_type,distance_from_port_m,distance_from_shore_m,distance_from_sat_km,is_fishing_vessel,AIS_class
5678,eb89397a-00c8-0ac9-d408-68dd8f35773b,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 02:17,-45.744353,-60.480528,0.9,1,1.9,0,0,0.013333333,TRUE,1,1,1,AIS.18,exactearth,satellite,420048.938,402000,NA,TRUE,B
5703,5549a588-0939-abe9-fb97-8c62e25e2975,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 02:49,-45.742533,-60.479215,0.5,246,246.6,0,0,0.038888889,TRUE,1,1,1,AIS.18,exactearth,satellite,420048.938,402000,NA,TRUE,B
5698,797fc5a2-6cbb-9f83-c657-11aa36425a72,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 03:25,-45.741287,-60.474093,0.6,61,61.9,16.80917855,0.363044638,0.025,TRUE,1,1,1,AIS.18,spire,satellite,420808.75,402000,NA,TRUE,B
5715,70e61879-6ac6-0784-4d73-711e91d2c5d9,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 03:32,-45.741067,-60.47286,1.4,62,62.1,0,0,0.002222222,TRUE,1,1,1,AIS.18,exactearth,satellite,420808.75,402000,NA,TRUE,B
5688,69db66bf-b8bf-75fd-a4ee-c125d57101e8,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 04:04,-45.739525,-60.46741,0.7,82,76.7,23.35022382,0.756477201,0.016666667,TRUE,1,1,1,AIS.18,exactearth,satellite,420808.75,402000,NA,TRUE,B
5710,0ce2d528-7658-5a0a-736b-dc20a9a35969,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 04:28,-45.738452,-60.460428,0.8,88,88,28.29820431,0.604468302,0.025277778,TRUE,1,1,1,AIS.18,spire,satellite,421568.625,403000,NA,TRUE,B
5689,3b9575e1-18a9-8a4b-8dbe-5757400f3ad3,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 05:14,-45.736062,-60.44668,1,76,87.8,14.42079363,0.509662311,0.015277778,TRUE,1,0,1,AIS.18,exactearth,satellite,422328.594,404000,NA,TRUE,B
5672,0f034ed9-45eb-90b5-77f8-dc8a3fff8bf8,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 05:50,-45.733885,-60.434497,1.1,76,76.3,0,0,0.01,TRUE,1,0,1,AIS.18,exactearth,satellite,423626.219,405000,NA,TRUE,B
5664,c6e02a0d-18d7-f099-4cac-9a1cf6b0dafe,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 06:11,-45.732367,-60.42653,0.8,80,80,14.37979916,0.481926572,0.016111111,TRUE,1,1,1,AIS.18,spire,satellite,423626.219,405000,NA,TRUE,B
5654,62792e8d-922e-a0bb-aa55-b147523e0364,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 06:23,-45.731378,-60.421932,1.3,83,92.3,17.85894201,0.738607844,0.013055556,TRUE,1,1,1,AIS.18,exactearth,satellite,424386.969,406000,NA,TRUE,B
5695,c6411ed6-b863-d6a2-5449-a3d83729a560,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 07:02,-45.727355,-60.406308,1.9,51,70.4,23.7689246,0.783093407,0.016388889,TRUE,1,1,1,AIS.18,spire,satellite,425147.75,407000,1691.397614,TRUE,B
5675,718c4ce6-5d1d-1644-ef4e-b899c5bb70c0,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 07:05,-45.727008,-60.404893,1.6,81,53.8,26.10806997,0.874989458,0.016111111,TRUE,1,1,1,AIS.18,spire,satellite,425908.625,407000,NA,TRUE,B
5693,2e031b66-eecc-0d80-c8ea-17d5f7c8c64d,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 07:47,-45.72102,-60.387945,1.1,57,57.5,43.28029329,1.314517183,0.017777778,TRUE,1,1,1,AIS.18,spire,satellite,426451.969,408000,NA,TRUE,B
5714,033a4a35-1f6e-fc87-6b84-0dcf22069bf0,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 08:44,-45.710338,-60.367403,1.8,63,67,48.04035639,1.228707968,0.021111111,FALSE,1,1,0,AIS.18,spire,satellite,427761.344,409000,NA,TRUE,B
5667,7594929a-dfda-798a-f7ce-395d498ee2d1,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 09:03,-45.705982,-60.361042,1.5,32,38.8,100.6643244,1.137635622,0.047777778,FALSE,1,1,0,AIS.19,spire,satellite,428523.531,410000,2161.480355,TRUE,B
5712,4099e53f-5fdc-0ca0-e7b4-91c8ba0d4c54,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 09:08,-45.704917,-60.35964,1,48,48.2,46.0433259,0.844339035,0.029444444,FALSE,NA,1,0,AIS.18,exactearth,satellite,428313.062,409000,NA,TRUE,B
5704,beaa6b53-94cd-f827-0aea-f399f86256c8,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 12:01,-45.657107,-60.330697,2,355,14.6,62.94876056,1.036958133,0.032777778,FALSE,0,1,0,AIS.18,spire,satellite,429793.469,410000,NA,TRUE,B
5681,ece62006-2e00-b91d-6726-a92313f16244,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 12:08,-45.655145,-60.33082,1.1,358,337.4,28.8459618,0.87611496,0.017777778,FALSE,0,1,0,AIS.18,spire,satellite,429793.469,410000,NA,TRUE,B
5682,d5648a00-856f-396f-2a43-e94822222271,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 12:14,-45.653268,-60.330852,1.6,0,355.1,33.52869582,0.880726345,0.020555556,FALSE,0,1,0,AIS.18,spire,satellite,429598.344,410000,NA,TRUE,B
5670,dd102fb1-1469-7eb8-f1b1-32dbcebc747e,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 12:16,-45.65272,-60.330842,1.8,15,15.6,26.87021143,0.87051424,0.016666667,FALSE,0,1,0,AIS.19,spire,satellite,429598.344,410000,NA,TRUE,B
5677,961f742d-5684-3063-9ddc-1ebae72c6ce5,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 12:52,-45.642712,-60.332618,1.5,344,1.6,33.3567568,1.223387378,0.014722222,FALSE,0,1,0,AIS.19,spire,satellite,429406.062,410000,NA,TRUE,B
5731,18e6fa22-7445-a584-7369-10d06e115f21,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 14:02,-45.638618,-60.409877,8,271,271.5,117.9485403,6.550592332,0.009722222,FALSE,0,1,0,AIS.18,spire,satellite,423280.812,404000,NA,TRUE,B
5721,f4973269-cd29-be5c-3170-cc836b64e309,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 14:20,-45.643313,-60.466452,8.2,264,264.2,296.1476454,8.465554647,0.018888889,FALSE,0,1,0,AIS.18,spire,satellite,418689.438,399000,NA,TRUE,B
5679,44263cb1-e588-e6b5-ea43-882cfebbca02,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 14:21,-45.643735,-60.471178,8.2,269,269.3,370.3773356,7.999409695,0.025,FALSE,0,1,0,AIS.18,spire,satellite,418689.438,399000,NA,TRUE,B
5650,ea2c8076-636a-1b99-bc51-23ce2abb8342,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 14:34,-45.645498,-60.509818,8.1,263,263.4,182.4948322,7.239532751,0.013611111,FALSE,0,1,0,AIS.19,exactearth,satellite,415830.906,396000,NA,TRUE,B
5699,ac1db7b8-b6f0-ea42-e942-55ae015119a5,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 14:35,-45.645795,-60.513312,8.2,260,261.6,273.6088981,8.442007114,0.0175,FALSE,0,1,0,AIS.18,spire,satellite,415830.906,396000,NA,TRUE,B
5658,ea72295c-f015-7218-4fed-da935e5a728d,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 14:43,-45.647567,-60.537117,7.7,261,265,452.0839225,7.708506756,0.031666667,FALSE,0,1,0,AIS.18,exactearth,satellite,413538.375,394000,NA,TRUE,B
5702,43300d70-bf4f-70e4-9499-5b04897a95b8,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 14:46,-45.648043,-60.548107,7.7,265,269.4,302.9179028,7.747603657,0.021111111,FALSE,0,1,0,AIS.18,exactearth,satellite,412774.281,393000,NA,TRUE,B
5701,8989eaff-a187-0590-fed6-0bda047c5a1d,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 14:51,-45.649403,-60.563597,7.8,259,259.7,197.9417127,8.015897082,0.013333333,FALSE,0,1,0,AIS.18,spire,satellite,412010.312,393000,NA,TRUE,B
5729,6a491e06-dba2-d5e8-4d0b-208b7c63da57,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 14:54,-45.650632,-60.57133,7.9,255,254,76.43806763,8.254546923,0.005,FALSE,0,1,0,AIS.18,spire,satellite,411246.406,392000,NA,TRUE,B
5709,89086674-a17f-ec01-d2c0-68a2d08f2159,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 15:06,-45.649307,-60.600817,3.8,351,351.1,131.2852543,4.253248385,0.016666667,FALSE,0,1,0,AIS.18,exactearth,satellite,408955.062,390000,NA,TRUE,B
5708,6a82fba3-e15b-c310-797f-764ab721b631,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 15:08,-45.646767,-60.601322,3.2,3,3.5,285.1500164,3.770614318,0.040833333,FALSE,0,1,0,AIS.18,exactearth,satellite,408955.062,390000,NA,TRUE,B
5696,268efa69-e7a1-d438-ad01-6c7e6ebeb30d,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 15:10,-45.645313,-60.601485,3.5,358,358.3,57.495218,4.470414186,0.006944444,FALSE,0,1,0,AIS.18,spire,satellite,408955.062,390000,NA,TRUE,B
5694,633971d0-598a-78c8-f02b-bbe4e15eda85,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 15:36,-45.614017,-60.602075,3.9,355,355.5,226.9005855,3.80218876,0.032222222,FALSE,0,1,0,AIS.18,exactearth,satellite,408149.469,388000,NA,TRUE,B
5661,691bcadd-e18b-4adc-a130-72dd1accd0cd,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 16:17,-45.571472,-60.60709,3.9,11,11.5,97.77542995,3.959538255,0.013333333,FALSE,0,1,0,AIS.18,spire,satellite,406623.094,386000,NA,TRUE,B
5663,da65bf57-5c4f-ea23-3060-9d89bead81e7,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 17:00,-45.527655,-60.593737,3.8,4,7.8,311.657705,3.693941952,0.045555556,FALSE,0,1,0,AIS.18,exactearth,satellite,407448.875,387000,NA,TRUE,B
5725,ff3eac98-08a4-2af5-bd7b-2eec6e549e1c,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 17:04,-45.524055,-60.593512,3.9,356,355,36.01365242,3.684424097,0.005277778,FALSE,0,1,0,AIS.18,spire,satellite,407278.844,386000,NA,TRUE,B
5680,5478177d-a578-12ca-6a46-a94883905de3,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 17:06,-45.521383,-60.593115,4.1,12,4.2,298.7182862,3.845394563,0.041944444,FALSE,0,1,0,AIS.18,spire,satellite,407278.844,386000,NA,TRUE,B
5690,1ea788e6-ced5-62af-6d34-970834f376da,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 17:14,-45.513707,-60.590737,3.6,12,14.9,266.4560189,3.808401019,0.037777778,FALSE,0,1,0,AIS.18,exactearth,satellite,407111.781,386000,NA,TRUE,B
5657,eb82b865-998f-c257-872c-51ca793f98f0,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 17:17,-45.510618,-60.589755,3.5,15,15.8,152.347107,4.056648678,0.020277778,FALSE,0,1,0,AIS.18,exactearth,satellite,407111.781,386000,NA,TRUE,B
5730,9f9b7eba-a741-21cd-7b3f-29c9147af11d,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 17:20,-45.507518,-60.588767,3.8,12,13.6,156.3660442,4.163663618,0.020277778,FALSE,0,1,0,AIS.18,spire,satellite,407111.781,386000,NA,TRUE,B
5728,14ed0ebb-0304-8d65-e80f-6eb124255c96,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 17:32,-45.495115,-60.586612,3.7,355,353.6,159.9813294,3.658528326,0.023611111,FALSE,0,1,0,AIS.18,exactearth,satellite,406947.688,386000,NA,TRUE,B
5676,900d3f4f-9452-dfe0-12b1-431943dd63d6,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 17:40,-45.487328,-60.587878,3.9,354,348.8,155.7604449,3.737904544,0.0225,FALSE,0,1,0,AIS.18,spire,satellite,406786.562,386000,NA,TRUE,B
5700,95f12c27-6ff4-f330-36c2-370f13813bec,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 17:53,-45.475743,-60.593112,3.8,339,339.4,112.2215537,3.635641674,0.016666667,FALSE,0,1,0,AIS.18,spire,satellite,406628.406,385000,NA,TRUE,B
5656,4225cb43-0847-fcec-af78-c6ef189122d6,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 17:59,-45.469675,-60.594,3.6,358,356.6,201.2625182,3.556528256,0.030555556,FALSE,0,1,0,AIS.18,exactearth,satellite,406473.25,385000,NA,TRUE,B
5660,e671f28f-e673-d19b-41ba-fd5ff26659e9,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 18:01,-45.467617,-60.594002,3.8,3,4.4,228.8392072,3.738001913,0.033055556,FALSE,0,1,0,AIS.18,exactearth,satellite,406473.25,385000,NA,TRUE,B
5727,6fa78a80-391f-1741-1a0d-96f36caf4dea,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 18:29,-45.439082,-60.588158,3.7,5,3,159.2330144,3.774638024,0.022777778,FALSE,0,1,0,AIS.18,spire,satellite,406025.594,384000,NA,TRUE,B
5716,230ca6d7-09a2-ecca-0d86-6fd23081289e,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 18:49,-45.41865,-60.581803,3.8,24,16.5,146.3122349,3.742166427,0.021111111,FALSE,0,1,0,AIS.18,exactearth,satellite,406516.5,384000,NA,TRUE,B
5662,390c865f-a347-67e3-ffd9-7d8dbc58b771,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 19:16,-45.391772,-60.57461,3.9,17,10.7,82.3879781,4.448538878,0.01,FALSE,0,1,0,AIS.18,spire,satellite,406890.562,382000,NA,TRUE,B
5671,15a35129-2ff1-bab6-b946-6be0a5f469bf,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 19:17,-45.390503,-60.574327,4.4,358,358.2,142.8263618,3.701716515,0.020833333,FALSE,0,1,0,AIS.19,spire,satellite,406890.562,382000,NA,TRUE,B
5659,c14adae2-d0d6-d69e-073d-8eb1406f790c,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 19:20,-45.387718,-60.573558,3.6,10,9.2,119.8304605,3.947946536,0.016388889,FALSE,0,1,0,AIS.18,spire,satellite,406890.562,382000,NA,TRUE,B
5705,57df940f-4963-c20e-c567-605b670d8124,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 19:23,-45.38468,-60.572815,4,12,13,62.67886915,4.351301408,0.007777778,FALSE,0,1,0,AIS.18,spire,satellite,406763.094,381000,NA,TRUE,B
5653,9a2e4bfa-cfa0-7946-5b23-5d1d417f5283,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 19:24,-45.383633,-60.572538,3.8,4,5.3,118.4139659,3.773367789,0.016944444,FALSE,0,1,0,AIS.18,spire,satellite,406763.094,381000,NA,TRUE,B
5718,950dd7c6-161d-7388-6331-b7f8e2d2a14d,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 19:29,-45.378493,-60.57075,3.8,20,14.2,100.99688,4.177016072,0.013055556,FALSE,0,1,0,AIS.18,spire,satellite,406763.094,381000,1075.482168,TRUE,B
5655,2aaab5c9-d82b-6e56-0e8c-f72e52901505,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 19:37,-45.37085,-60.565468,4.1,24,24.9,713.5214097,3.852658852,0.1,FALSE,0,1,0,AIS.18,spire,satellite,406638.625,380000,NA,TRUE,B
5707,74244644-348d-0565-fe1c-8a013d6ee7c5,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 19:40,-45.368235,-60.562803,4,40,40.6,185.4853033,4.006111581,0.025,FALSE,0,1,0,AIS.18,spire,satellite,407415,381000,NA,TRUE,B
5713,0d8a62d4-18c6-fbbc-2383-947e4be4ed81,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 19:58,-45.357087,-60.539725,2,67,67.8,134.3569603,2.934446592,0.024722222,FALSE,0,1,0,AIS.18,spire,satellite,408847.469,381000,NA,TRUE,B
5666,4972bb8f-6a78-bd87-5509-23aee1a9ac9f,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 19:59,-45.357052,-60.5397,0.6,19,19.1,0,0,0.008333333,FALSE,0,1,0,AIS.18,spire,satellite,408847.469,381000,397.4842002,TRUE,B
5717,786c1394-8a86-612f-ed69-044462e9a172,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 20:26,-45.354972,-60.532135,1.6,100,93,29.52747225,1.334792816,0.011944444,FALSE,0,1,0,AIS.18,spire,satellite,409507.281,381000,589.8845924,TRUE,B
5683,0a71e261-0d80-976d-a5ef-1570795b7813,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 20:31,-45.359525,-60.53069,6.3,201,201.6,170.3288998,5.255376538,0.0175,FALSE,0,1,0,AIS.18,spire,satellite,409624.344,381000,1764.018742,TRUE,B
5726,e12d92f3-38f5-e09c-92dc-112cb9fe79e5,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 20:34,-45.364375,-60.531557,7.4,182,182.9,91.55120297,7.737350406,0.006388889,FALSE,0,1,0,AIS.18,spire,satellite,409624.344,381000,1570.075673,TRUE,B
5674,04493e25-e157-004e-6af8-35d18656b17b,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 20:39,-45.37484,-60.53164,7.9,175,175.8,252.4193361,7.788218316,0.0175,FALSE,0,1,0,AIS.18,spire,satellite,409744.344,382000,623.6702625,TRUE,B
5724,2863bb13-924e-00ac-3533-6683e9e03670,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 20:40,-45.37691,-60.53102,7.5,165,165.8,235.2128292,7.49526888,0.016944444,FALSE,0,1,0,AIS.18,spire,satellite,409867.344,383000,1038.398016,TRUE,B
5652,e549b228-a689-02d7-f985-fff89411f745,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 20:47,-45.391875,-60.530343,7.6,184,185.3,109.5336134,7.885689941,0.0075,FALSE,0,1,0,AIS.18,spire,satellite,409993.312,384000,NA,TRUE,B
5665,cb19d575-441a-11fd-5aa6-36df9555f802,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 20:58,-45.414938,-60.531815,7.9,184,183.4,73.58765576,10.2172255,0.003888889,FALSE,0,1,0,AIS.18,spire,satellite,410254.188,385000,2310.573499,TRUE,B
5669,665be296-d250-56af-23ac-700512d11eea,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 21:03,-45.425093,-60.535383,7.6,183,193.2,151.8475178,7.767480056,0.010555556,FALSE,0,1,0,AIS.18,spire,satellite,409752.719,386000,764.7538663,TRUE,B
5719,9fd31d14-9d24-cb7a-2931-9e74fc5f6979,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 21:04,-45.427123,-60.535722,7.9,186,186.6,227.2707412,7.362890202,0.016666667,FALSE,0,1,0,AIS.18,spire,satellite,409752.719,386000,857.0308831,TRUE,B
5691,a9c6acf1-06fe-8b06-ba30-736ba8c2476e,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 21:08,-45.435612,-60.536482,8.2,189,183.2,200.6143461,7.95833017,0.013611111,FALSE,0,1,0,AIS.18,exactearth,satellite,409893.906,387000,NA,TRUE,B
5651,56e852a0-ac28-fe46-2f88-2190458608ef,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 21:10,-45.439923,-60.536645,7.5,184,185.7,479.5300029,7.456960081,0.034722222,FALSE,0,1,0,AIS.18,exactearth,satellite,409893.906,387000,NA,TRUE,B
5685,eb4cf384-372e-60be-2d81-521299f4f40d,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 21:13,-45.4465,-60.536682,7.9,179,185.3,252.0757421,7.656091704,0.017777778,FALSE,0,1,0,AIS.18,exactearth,satellite,410038.094,388000,NA,TRUE,B
5706,65a886f6-d4f1-d52c-f8ae-ce9b798f1990,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 21:20,-45.46172,-60.536148,7.7,170,170.5,294.6336512,7.739388971,0.020555556,FALSE,0,1,0,AIS.18,exactearth,satellite,410185.219,388000,NA,TRUE,B
5711,6c925cc9-9d31-9f02-f9d2-04b906cc7073,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 21:37,-45.498937,-60.534782,8.2,178,178.1,180.1082489,7.9567731,0.012222222,FALSE,0,1,0,AIS.18,spire,satellite,411574.5,390000,NA,TRUE,B
5684,b31251b0-55af-ce9d-6976-70cf61ba9018,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 22:01,-45.551988,-60.53421,7.9,178,177.2,235.7567652,8.039802022,0.015833333,FALSE,0,1,0,AIS.18,spire,satellite,412410.969,392000,1845.022268,TRUE,B
5722,463ebb22-07fe-eb85-1551-3d34667d02dc,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 22:26,-45.607508,-60.529777,8.6,181,175.1,132.8560392,8.070257068,0.008888889,FALSE,0,1,0,AIS.18,exactearth,satellite,413511.062,394000,NA,TRUE,B
5720,579c00d2-0362-6d7e-c28e-075637ae172c,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 22:27,-45.6086,-60.529742,7.7,181,177.7,121.4553836,6.943747168,0.009444444,FALSE,0,1,0,AIS.18,spire,satellite,413511.062,394000,NA,TRUE,B
5687,28fec81b-6434-8c58-4990-1f1b3f03c371,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 22:29,-45.615203,-60.52897,7.5,153,153,330.0516807,7.7296513,0.023055556,FALSE,0,1,0,AIS.18,exactearth,satellite,413704.594,394000,NA,TRUE,B
5732,2a4f5dff-821f-a9fc-8444-0bd65e4bd4e2,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 22:32,-45.620897,-60.524122,8.1,172,172.4,466.8142946,7.89046054,0.031944444,FALSE,0,1,0,AIS.18,spire,satellite,414470.312,395000,NA,TRUE,B
5668,c79678b0-af4a-0e27-98bb-43db1f222a82,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 22:43,-45.643982,-60.518213,8.2,163,163.3,231.1087275,8.476108804,0.014722222,FALSE,0,1,0,AIS.18,exactearth,satellite,414865,395000,NA,TRUE,B
5697,82d93197-74d9-a573-794c-ef6cc1db4cb3,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 22:44,-45.645113,-60.517898,8,171,171.8,128.1232305,7.546924177,0.009166667,FALSE,0,1,0,AIS.18,exactearth,satellite,415066.656,396000,NA,TRUE,B
5723,088b9745-577b-8cb1-658f-1f12f1f898e7,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 22:46,-45.649412,-60.516645,7.6,174,174.4,487.8489144,7.90242064,0.033333333,FALSE,0,1,0,AIS.18,exactearth,satellite,415066.656,396000,NA,TRUE,B
5686,524ee4fd-92a8-ca5e-13fa-e0b6b3836886,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 22:47,-45.652657,-60.51556,8.1,161,161,370.5521818,8.003186023,0.025,FALSE,0,1,0,AIS.18,exactearth,satellite,415066.656,396000,NA,TRUE,B
5649,05f1e05c-6142-5e74-776a-0054ae6075a9,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 23:25,-45.67126,-60.51039,1.1,334,175.1,23.04777998,0.067572754,0.184166667,FALSE,1,1,0,AIS.18,exactearth,satellite,416241.844,397000,NA,TRUE,B
5692,bc7590c4-185f-a249-d05d-52670127599a,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 23:43,-45.67111,-60.509832,1.4,30,173.3,10.65899772,0.172659775,0.033333333,FALSE,1,1,0,AIS.18,spire,satellite,416241.844,397000,2339.203295,TRUE,B
5673,1c3fc644-4dd7-47e6-87d0-727eec17bcee,150402944,150402944-2022-04-21T18:16:31.000000Z,01/01/2023 23:46,-45.671173,-60.50986,0.6,346,353.8,10.82220758,0.176776668,0.033055556,TRUE,1,1,1,AIS.18,spire,satellite,416241.844,397000,1566.349209,TRUE,B
3911,103b4c86-21b6-b6b3-c59b-ed0a333de4aa,150402944,150402944-2022-04-21T18:16:31.000000Z,02/01/2023 00:37,-45.67152,-60.509657,1.2,155,155.8,0,0,0.017222222,TRUE,1,1,1,AIS.18,spire,satellite,416241.844,397000,1464.474481,TRUE,B
3927,f62f80fe-d9eb-ac67-23f2-bc216103332b,150402944,150402944-2022-04-21T18:16:31.000000Z,02/01/2023 00:55,-45.671657,-60.50981,2.2,208,203.3,0,0,0.076388889,TRUE,1,1,1,AIS.18,exactearth,satellite,416241.844,397000,NA,TRUE,B
3932,93bdad69-fd93-194b-1892-4cf90cbfe0d1,150402944,150402944-2022-04-21T18:16:31.000000Z,02/01/2023 01:07,-45.671878,-60.509762,0.6,298,298.1,10.0993489,0.321824859,0.016944444,TRUE,1,1,1,AIS.18,spire,satellite,416241.844,397000,NA,TRUE,B
3913,b2644f3a-37a4-ca6f-00bd-b677b7098780,150402944,150402944-2022-04-21T18:16:31.000000Z,02/01/2023 01:16,-45.67199,-60.50977,1.3,34,34,0,0,0.024166667,TRUE,1,1,1,AIS.18,spire,satellite,416241.844,397000,1792.653447,TRUE,B
3916,260813a6-d2af-98f4-ced5-e46c2c0a838a,150402944,150402944-2022-04-21T18:16:31.000000Z,02/01/2023 01:19,-45.671983,-60.509772,0.5,359,359.9,0,0,0.018055556,TRUE,1,1,1,AIS.18,spire,satellite,416241.844,397000,567.7218166,TRUE,B
3912,fa4c0661-9fe8-f4e6-4ee1-32bf3b74256e,150402944,150402944-2022-04-21T18:16:31.000000Z,02/01/2023 01:22,-45.671915,-60.509855,0.6,350,5,0,0,0.018333333,TRUE,1,1,1,AIS.18,spire,satellite,416241.844,397000,897.0999898,TRUE,B
3918,22fce182-8d0a-084f-ce03-e2320b62a1ed,150402944,150402944-2022-04-21T18:16:31.000000Z,02/01/2023 02:42,-45.672278,-60.510273,0.9,160,98.3,0,0,0.019166667,TRUE,1,1,1,AIS.19,spire,satellite,416241.844,397000,NA,TRUE,B
3928,7e0adc0e-2e71-0777-b3eb-7974d4a5b464,150402944,150402944-2022-04-21T18:16:31.000000Z,02/01/2023 02:46,-45.672302,-60.510253,0.8,68,31.5,0,0,0.0225,TRUE,1,1,1,AIS.18,spire,satellite,416241.844,397000,NA,TRUE,B
3933,f2657c69-5b38-d7f2-1765-95194ff825a6,150402944,150402944-2022-04-21T18:16:31.000000Z,02/01/2023 02:49,-45.67232,-60.510275,0.7,70,70,8.578915805,0.303197602,0.015277778,TRUE,1,1,1,AIS.18,spire,satellite,416241.844,397000,2174.696857,TRUE,B
