,msgid,ssvid,seg_id,timestamp,lat,lon,speed_knots,heading,course,meters_to_prev,implied_speed_knots,hours,night,nnet_score,logistic_score,night_loitering,type,source,receiver_type,distance_from_port_m,distance_from_shore_m,distance_from_sat_km,is_fishing_vessel,AIS_class
1512,bb702acc-a5c5-1a11-a8a9-1c673b226498,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 18:26,-44.383315,-58.990942,6.6,213,214.8,1702.603803,6.540623172,0.140555556,FALSE,0,0,0,AIS.18,spire,satellite,500085.062,416000,2319.684675,TRUE,B
1549,a32b1024-a1b7-f092-f512-4c9247a36793,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 18:31,-44.391185,-58.999125,6.2,214,215.2,1090.241791,6.4219206,0.091666667,FALSE,0,0,0,AIS.18,spire,satellite,499524.219,416000,NA,TRUE,B
1499,d0f8385d-212e-a653-482e-5102efcac6f8,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 18:39,-44.401883,-59.010233,6.4,208,208.6,1481.192038,6.369846696,0.125555556,FALSE,0,0,0,AIS.18,spire,satellite,498966.812,415000,2094.825088,TRUE,B
1513,5d20ad39-d26a-5fbf-27e9-011ae2fc872a,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 18:53,-44.422237,-59.03245,6.3,214,213.2,2869.922561,6.649121421,0.233055556,FALSE,0,0,0,AIS.18,spire,satellite,497862.156,415000,2354.359203,TRUE,B
1536,5899fffc-0e2a-d3ac-936c-33762a9aa712,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 18:59,-44.430588,-59.04164,6.3,216,216.9,1181.03818,6.34178352,0.100555556,FALSE,0,0,0,AIS.18,exactearth,satellite,497314.969,415000,NA,TRUE,B
1552,8893b0a3-94e9-0d6e-b21d-7c2bdde48947,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 19:08,-44.443295,-59.05463,6.7,219,219.6,1749.319338,6.320375306,0.149444444,FALSE,0,0,0,AIS.18,spire,satellite,496771.219,414000,NA,TRUE,B
1570,99ce8bf8-f616-6403-30a7-30e7b1357c35,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 19:11,-44.448372,-59.059868,6.4,213,215.1,701.1420067,6.368662876,0.059444444,FALSE,0,0,0,AIS.18,spire,satellite,496230.906,414000,479.1814023,TRUE,B
1501,36e8c516-d503-c91f-a4fb-b75a23de6e0b,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 19:43,-44.494422,-59.107523,6.5,215,218.5,6365.414226,6.539756597,0.525555556,FALSE,0,0,0,AIS.18,exactearth,satellite,493331.219,413000,NA,TRUE,B
1520,ef045eb5-4e02-752a-5308-2e570e5c9f41,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 19:54,-44.511775,-59.123618,6.8,214,214.5,2313.542988,6.498715508,0.192222222,FALSE,0,0,0,AIS.18,spire,satellite,493062,413000,1368.571268,TRUE,B
1497,a8f4c316-6825-1efe-5d67-c479d81f896f,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 19:56,-44.514637,-59.126755,7,217,217.1,403.9152091,6.542820514,0.033333333,FALSE,0,0,0,AIS.18,spire,satellite,492290.094,412000,680.0719843,TRUE,B
1522,32405d7a-9c01-7a20-b668-8e14943a77d4,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 19:57,-44.516055,-59.128318,6.6,217,214.7,200.54807,6.497155824,0.016666667,FALSE,0,0,0,AIS.18,spire,satellite,492546.156,413000,550.0072651,TRUE,B
1573,32537377-aa30-c8e8-112b-de5e79aaaa66,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 20:00,-44.519512,-59.131902,6.7,214,216.6,478.0280068,6.321091157,0.040833333,FALSE,0,0,0,AIS.18,spire,satellite,492546.156,413000,974.617427,TRUE,B
1493,fc4565da-ae23-01c6-ba36-6244a16812de,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 20:02,-44.522415,-59.13484,6.1,212,212.1,398.0638063,6.290767382,0.034166667,FALSE,0,0,0,AIS.18,exactearth,satellite,492546.156,413000,NA,TRUE,B
1563,5d6ca444-84ab-97b7-da42-8b0f1af3eb4d,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 20:15,-44.541622,-59.154392,6,213,213.8,2638.792793,6.356057257,0.224166667,FALSE,0,0,0,AIS.18,spire,satellite,491524.969,412000,545.6235233,TRUE,B
1519,cff18706-a2fb-9fa1-50fb-9d55c39df405,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 20:21,-44.54992,-59.163457,6.5,222,222.6,1169.373923,6.244649502,0.101111111,FALSE,0,0,0,AIS.18,exactearth,satellite,491019.688,412000,NA,TRUE,B
1500,8baaa769-d567-35e8-24f7-4c773d0009c2,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 20:30,-44.561525,-59.176683,6.9,224,225.6,1662.339648,6.398592188,0.140277778,FALSE,0,0,0,AIS.19,spire,satellite,489749.281,411000,273.0593141,TRUE,B
1559,75274555-23a3-0cbf-104c-29f78a697005,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 20:31,-44.56289,-59.178533,6.6,220,220.8,210.9958515,6.615128324,0.017222222,FALSE,0,0,0,AIS.18,spire,satellite,489749.281,411000,196.0156459,TRUE,B
1521,0a960a26-d7dd-429f-f1b8-a17f3b19ed72,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 20:44,-44.581227,-59.198413,6.5,215,214,2576.279916,6.403867552,0.217222222,FALSE,0,0,0,AIS.18,spire,satellite,488757.906,411000,1536.914478,TRUE,B
1553,45c81738-17bb-e79b-a2cf-5e9f37e5515c,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 20:47,-44.58619,-59.203173,6.6,211,211.9,668.3248499,6.15688725,0.058611111,FALSE,0,0,0,AIS.18,spire,satellite,489034.375,411000,1778.269821,TRUE,B
1544,53649b3e-856d-b4e9-054e-af734a3caa8f,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 20:49,-44.589248,-59.206235,7,211,212.3,417.6364858,7.059218729,0.031944444,FALSE,0,0,0,AIS.18,spire,satellite,488267.594,411000,1997.119521,TRUE,B
1527,82b2fc31-e333-0134-6f04-f1407e471502,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 20:50,-44.59009,-59.206933,7.2,210,210.7,108.7242537,7.287599267,0.008055556,FALSE,0,0,0,AIS.18,spire,satellite,488267.594,411000,1798.946131,TRUE,B
1506,e37b509c-37ab-95a8-b7f3-f83403af3dc0,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 20:54,-44.596483,-59.213272,5.8,218,222.3,870.2176193,6.151077865,0.076388889,FALSE,0,0,0,AIS.18,exactearth,satellite,488547,411000,NA,TRUE,B
1554,7434c741-538c-fe32-1e76-88e0f8fdeeb9,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 21:03,-44.609077,-59.226408,6.7,223,221.2,1744.31609,6.302298332,0.149444444,FALSE,0,0,0,AIS.18,exactearth,satellite,487297.875,410000,NA,TRUE,B
1531,e0a2e332-e884-fc7b-1ae9-4d260842a4de,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 21:07,-44.614308,-59.23231,6.8,220,223.7,746.0527588,5.992530056,0.067222222,FALSE,0,0,0,AIS.18,exactearth,satellite,487297.875,410000,NA,TRUE,B
1564,56774524-48a6-34a2-6af5-ee25eefde0ce,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 21:11,-44.619102,-59.237632,6.5,222,221.1,679.4160261,6.288868856,0.058333333,FALSE,0,0,0,AIS.18,exactearth,satellite,486818.438,410000,NA,TRUE,B
1556,aac4288f-473e-0052-0961-8fae07077dac,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 21:32,-44.649112,-59.26912,5.5,218,218.2,4164.511528,6.284985092,0.357777778,FALSE,0,0,0,AIS.18,spire,satellite,485402.031,410000,1871.697686,TRUE,B
1508,416aa0dc-86f9-1286-9b3e-830cd1df5e59,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 21:40,-44.660042,-59.28022,6.4,215,215.6,1499.329422,6.349513107,0.1275,FALSE,0,0,0,AIS.18,exactearth,satellite,484937.219,409000,NA,TRUE,B
1568,b1dd9ede-3eed-1337-a81f-69f32cb235a5,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 21:59,-44.686488,-59.305967,5.9,220,220.6,3576.650304,6.130832799,0.315,FALSE,0,0,0,AIS.18,spire,satellite,483564.906,409000,2094.288835,TRUE,B
1566,7dadbf84-cf52-6b1f-c4f7-0a36ec0e1d5f,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 22:00,-44.687838,-59.307287,6.2,208,209.8,182.8206379,6.023227329,0.016388889,FALSE,0,0,0,AIS.18,spire,satellite,483564.906,409000,1948.181736,TRUE,B
1561,04bc22cb-8f7d-95e3-e247-8a4cb847629e,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 22:23,-44.719928,-59.337682,6.2,211,214.1,4301.49157,6.024009614,0.385555556,FALSE,0,0,0,AIS.18,exactearth,satellite,482225.969,409000,NA,TRUE,B
1578,dff52d4b-0ae8-994e-db1a-ce7236acf6dc,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 23:06,-44.770843,-59.404418,5.8,232,232.6,7735.023695,5.809696198,0.718888889,TRUE,0,0,0,AIS.19,exactearth,satellite,479315.906,408000,NA,TRUE,B
1583,efafe226-af74-aa02-190a-61c515b6642a,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 23:33,-44.801738,-59.444078,6,216,221.6,4647.396651,5.501645894,0.456111111,TRUE,0,0,0,AIS.18,spire,satellite,477318.844,407000,2075.666329,TRUE,B
1586,3279ba39-7ac2-7168-a705-b8e7a9fd3f3b,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 23:48,-44.818722,-59.464338,5.3,218,217.2,2474.054765,5.515042584,0.242222222,TRUE,0,0,0,AIS.18,exactearth,satellite,476508.781,407000,NA,TRUE,B
1585,af751cc6-6da3-ae3c-27ab-74967eddd866,150402944,150402944-2023-02-13T01:09:58.000000Z,16/02/2023 23:54,-44.82688,-59.472967,6.3,217,223,1134.041424,5.637781079,0.108611111,TRUE,0,0,0,AIS.18,spire,satellite,476109.5,406000,NA,TRUE,B
6241,a4775007-4abd-98a4-e72a-442c21b7e4fc,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 00:30,-44.867115,-59.521997,4.9,224,220.1,5912.439183,5.357910272,0.595833333,TRUE,0,0,0,AIS.19,spire,satellite,473806.281,406000,NA,TRUE,B
6278,0942857f-4581-1e6d-1ec6-e8aa5db54ff8,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 00:41,-44.879773,-59.536445,5.1,216,216.9,1810.321678,5.220978464,0.187222222,TRUE,0,0,0,AIS.18,spire,satellite,472683.531,405000,NA,TRUE,B
6262,d95eae91-76b8-8212-ec14-a23ea1bcf53b,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 00:42,-44.880372,-59.537087,5.8,221,221.4,83.63643499,5.419139169,0.008333333,TRUE,0,0,0,AIS.18,spire,satellite,472683.531,405000,NA,TRUE,B
6285,5dfbcb32-7e1a-d133-4bcb-4cfa8c0fd94a,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 00:44,-44.88215,-59.540307,5.2,215,215.8,321.6393044,5.167015808,0.033611111,TRUE,0,0,0,AIS.18,exactearth,satellite,472683.531,405000,NA,TRUE,B
6290,2070e225-008b-a4cc-a903-884c6dc4b33a,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 00:51,-44.889695,-59.5503,5.5,221,220,1150.509531,5.337430634,0.116388889,TRUE,0,0,0,AIS.18,exactearth,satellite,472309.25,405000,NA,TRUE,B
6242,3df8343f-b425-6938-fc95-0ef568eec0c9,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 00:56,-44.895582,-59.556743,5.5,240,238.9,828.3139844,5.366977631,0.083333333,TRUE,0,0,0,AIS.18,exactearth,satellite,471938.969,405000,NA,TRUE,B
6255,20b497fc-cd8a-3188-cffd-be982ccec9b8,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 00:59,-44.898605,-59.561035,5.5,227,227.3,476.7429295,5.20619349,0.049444444,TRUE,0,0,0,AIS.18,spire,satellite,471938.969,405000,NA,TRUE,B
6267,f82a279f-0650-5c25-3332-adca8a252b49,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 01:26,-44.929812,-59.594438,5.4,199,199.4,4354.282678,5.303221651,0.443333333,TRUE,0,0,0,AIS.18,spire,satellite,470851.625,405000,NA,TRUE,B
6260,27690353-76fa-6db3-6fef-f5134321671a,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 01:36,-44.941502,-59.608097,5.1,227,222.9,1686.903466,5.254866499,0.173333333,TRUE,0,0,0,AIS.18,exactearth,satellite,469758.938,404000,NA,TRUE,B
6283,568c7529-75d6-4994-c036-62076fb639a6,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 01:37,-44.943055,-59.610202,5.9,222,222.7,239.3090833,5.111799806,0.025277778,TRUE,0,0,0,AIS.18,exactearth,satellite,469758.938,404000,NA,TRUE,B
6279,8dc378f2-62c7-512c-067e-219c48fb93d4,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 01:38,-44.944163,-59.611622,4.6,225,226.8,166.3413802,5.388961694,0.016666667,TRUE,0,0,0,AIS.18,exactearth,satellite,469758.938,404000,NA,TRUE,B
6281,7f432868-4115-2bfa-1dd8-ccf028803e0a,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 01:40,-44.94552,-59.613577,5.2,226,226.2,215.5042974,4.654461815,0.025,TRUE,0,0,0,AIS.18,exactearth,satellite,470146.5,405000,NA,TRUE,B
6261,4e54e72e-8c2f-7c70-e834-2b58019401b0,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 01:41,-44.946677,-59.614895,5.5,219,218.9,165.2599408,5.353926301,0.016666667,TRUE,0,0,0,AIS.18,exactearth,satellite,470146.5,405000,NA,TRUE,B
6258,b09f15dd-a9f8-e614-84a2-e0b84ee42cb9,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 02:00,-44.968397,-59.641123,5,223,227.3,3176.794868,5.295984048,0.323888889,TRUE,0,0,0,AIS.19,spire,satellite,468721.969,404000,NA,TRUE,B
6272,37bda3d4-e325-ad7f-3e63-4af2dbc1724b,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 02:02,-44.970563,-59.64401,5.5,221,222.5,331.043182,5.231612667,0.034166667,TRUE,0,0,0,AIS.18,spire,satellite,468721.969,404000,NA,TRUE,B
6259,a712c51d-1156-e912-761c-911af6cdaaef,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 02:04,-44.97228,-59.6462,6.1,217,221.4,257.159308,5.374961356,0.025833333,TRUE,0,0,0,AIS.18,exactearth,satellite,467986.812,404000,NA,TRUE,B
6288,e556eee0-1142-e04d-e629-6516ef8494a1,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 02:05,-44.974002,-59.648282,5,216,217.2,251.9657925,5.441957187,0.025,TRUE,0,0,0,AIS.18,spire,satellite,467986.812,404000,NA,TRUE,B
6251,024cb153-7e85-f4fd-79e9-34058376b603,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 02:10,-44.979342,-59.654183,5.7,226,225.4,753.6742487,5.425952141,0.075,TRUE,0,0,0,AIS.18,spire,satellite,468384.25,404000,NA,TRUE,B
6249,f1cdc9c7-0c4f-127e-b53e-9bf37dec96de,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 02:14,-44.983462,-59.659163,5.1,218,218.9,602.7406109,4.821478412,0.0675,TRUE,0,0,0,AIS.18,spire,satellite,467650.094,404000,NA,TRUE,B
6268,51d9c511-3ec9-96f2-9243-0a81a8d68edb,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 02:15,-44.9846,-59.660318,5.2,221,225.6,155.7692977,5.312060986,0.015833333,TRUE,0,0,0,AIS.18,spire,satellite,467650.094,404000,NA,TRUE,B
6264,37390c03-0c77-c9a3-c010-41bc761d55f0,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 02:31,-45.001642,-59.680842,5.4,218,218.3,2489.121764,5.169235756,0.26,TRUE,0,0,0,AIS.18,spire,satellite,466988.688,404000,NA,TRUE,B
6276,c5b24777-e078-2534-1b1f-e2ce991eb6fe,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 02:33,-45.003847,-59.68351,5,223,224.9,322.6722156,5.407040571,0.032222222,TRUE,0,0,0,AIS.18,spire,satellite,466988.688,404000,NA,TRUE,B
6296,871ec08c-9741-85d9-5ab1-fcbacc7c43cc,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 02:36,-45.007717,-59.688182,5.5,220,220.3,565.7679339,5.236909644,0.058333333,TRUE,0,0,0,AIS.18,spire,satellite,466664,404000,NA,TRUE,B
6287,1d755bc3-ad38-946e-5a10-53cfe06e42f8,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 02:40,-45.01229,-59.693362,5.2,220,221,651.4527663,5.254385545,0.066944444,TRUE,0,0,0,AIS.18,spire,satellite,466664,404000,NA,TRUE,B
6299,35ed51b5-a810-110c-65c0-864cdd91b23e,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 03:01,-45.036973,-59.723433,5.8,223,223.1,3621.941939,5.709978248,0.3425,TRUE,0,0,0,AIS.18,spire,satellite,465714.188,404000,NA,TRUE,B
6265,82758693-1684-00dd-265b-a4f57c7e8995,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 03:15,-45.053902,-59.74524,6.1,224,223.5,2545.335507,5.693525967,0.241388889,TRUE,0,0,0,AIS.18,exactearth,satellite,463951.812,403000,NA,TRUE,B
6292,d8dc693e-6a94-a226-623a-e298e52b3d13,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 03:20,-45.059505,-59.751762,6.2,223,224.1,806.60216,5.806997817,0.075,TRUE,0,0,0,AIS.18,spire,satellite,464375.25,403000,NA,TRUE,B
6247,4f787169-2b92-91bd-f3ae-c6fd94d707ec,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 03:31,-45.07372,-59.769877,5.8,224,224.9,2126.590459,5.999577745,0.191388889,TRUE,0,0,0,AIS.18,spire,satellite,463351.125,403000,NA,TRUE,B
6275,70e7c6db-f5c7-e77a-4a10-f2c78a56de0e,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 03:36,-45.079687,-59.777702,6.1,217,216,904.2987154,5.801300096,0.084166667,TRUE,0,0,0,AIS.18,spire,satellite,463056.906,403000,NA,TRUE,B
6302,3c3d426d-9bb3-cd7a-34b1-f1349ab468bc,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 03:37,-45.080907,-59.779227,6,224,226.4,180.9422947,5.961343243,0.016388889,TRUE,0,0,0,AIS.18,spire,satellite,463056.906,403000,NA,TRUE,B
6263,c06fb3b5-4ae3-e2bf-b227-1a5a9c4637d4,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 03:39,-45.083445,-59.782153,6.1,231,226.8,363.8963841,5.845860077,0.033611111,TRUE,0,0,0,AIS.18,spire,satellite,463056.906,403000,NA,TRUE,B
6295,4eed9a60-6dfe-9ed4-7b1b-eda8361439a3,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 03:44,-45.088747,-59.789598,5.2,222,224.8,830.187062,6.021396324,0.074444444,TRUE,0,0,0,AIS.18,spire,satellite,462766.812,403000,NA,TRUE,B
6248,556c099f-a77c-62b4-a2e4-8bd2f1013761,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 04:12,-45.125362,-59.830493,5.9,219,219.1,5184.276458,5.862303819,0.4775,TRUE,0,0,0,AIS.18,exactearth,satellite,461647.531,403000,NA,TRUE,B
6291,81c8bf1f-d374-1f6f-ea89-67130ecfa830,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 04:45,-45.16822,-59.88189,6.3,217,217.4,6241.657416,6.225068506,0.541388889,TRUE,0,0,0,AIS.18,spire,satellite,458808.5,403000,NA,TRUE,B
6270,cdf55e66-269d-282c-f7d3-2fddfc6d36e3,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 04:46,-45.16942,-59.88384,6.5,235,233.2,202.91309,6.685195299,0.016388889,TRUE,0,0,0,AIS.18,exactearth,satellite,458808.5,403000,NA,TRUE,B
6250,7f983a1c-57db-aa7f-fe08-dd1f5d9bd5d5,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 04:51,-45.175663,-59.892995,6.4,225,225.3,998.4639703,6.363390934,0.084722222,TRUE,0,0,0,AIS.18,spire,satellite,458073.062,403000,2070.781935,TRUE,B
6298,9029dc08-27b1-791f-7d10-2097a24ce1bb,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 04:53,-45.178653,-59.897463,6.1,228,227.9,482.8970043,6.2577657,0.041666667,TRUE,0,0,0,AIS.18,spire,satellite,457290.031,403000,1795.545822,TRUE,B
6236,3c5f7069-904e-c1e1-1d7f-2cd1310af43d,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 04:54,-45.179947,-59.899057,6,219,218.1,190.5591237,6.17354393,0.016666667,TRUE,0,0,0,AIS.18,spire,satellite,457290.031,403000,1841.464403,TRUE,B
6256,832cad96-3b97-7020-6bea-3c8b4b2cc117,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 04:58,-45.18481,-59.905765,6.4,222,222,754.1948795,6.083066766,0.066944444,TRUE,0,0,0,AIS.18,spire,satellite,456507.031,402000,NA,TRUE,B
6266,d05ec9d5-99c5-b80e-f7ad-55d5496f9a12,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 05:00,-45.187198,-59.909093,5.7,232,232,372.2021626,6.029116731,0.033333333,TRUE,0,0,0,AIS.18,spire,satellite,456557.969,403000,NA,TRUE,B
6252,2569c47d-b905-d37e-bcab-155bb29477db,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 05:19,-45.211773,-59.940798,6.6,229,227.9,3693.001511,6.319128695,0.315555556,TRUE,0,0,0,AIS.18,spire,satellite,454321.031,402000,2262.07159,TRUE,B
6282,0ff919ca-c175-666b-3f4b-a296e8b9e04b,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 05:27,-45.222492,-59.954342,7,219,221.9,1595.644313,6.434948815,0.133888889,TRUE,0,0,0,AIS.18,spire,satellite,453598.75,403000,2122.859654,TRUE,B
6269,bd729922-3896-a35a-69c9-1ec021233acd,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 05:28,-45.223162,-59.955197,6.6,218,222.3,100.1723507,5.900515721,0.009166667,TRUE,0,0,0,AIS.18,exactearth,satellite,452816.719,402000,NA,TRUE,B
6237,b10a69a7-27b6-bf7f-573d-7c3660e503be,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 05:30,-45.226072,-59.960005,6.6,245,252.5,496.4813935,6.565105185,0.040833333,TRUE,0,0,0,AIS.18,spire,satellite,452879.688,403000,2263.224319,TRUE,B
6301,3908cd46-c32d-a60d-c7ed-2c6e335705e9,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 05:31,-45.226435,-59.961263,6.9,242,242.6,106.4689103,6.676012812,0.008611111,TRUE,0,0,0,AIS.18,spire,satellite,452879.688,403000,2357.589359,TRUE,B
6277,05883896-a580-b8e3-45a0-6ad63beaf09e,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 05:36,-45.233328,-59.968077,5.8,216,218.3,933.9212888,6.091862012,0.082777778,TRUE,0,0,0,AIS.18,spire,satellite,452097.906,402000,2039.833205,TRUE,B
6303,c1540f8d-4b36-99d1-6df3-6a2c6dadec02,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 05:37,-45.234665,-59.969645,6.3,216,217.3,192.8146886,6.246617468,0.016666667,TRUE,0,0,0,AIS.18,spire,satellite,452097.906,402000,2087.468709,TRUE,B
6257,130a365e-1b8c-0a3a-e39d-f01732657dec,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 05:42,-45.241793,-59.977097,6.7,213,212.3,984.2079116,6.2725345,0.084722222,TRUE,0,0,0,AIS.18,spire,satellite,451382.281,402000,NA,TRUE,B
6280,247dfa0f-dc4d-a801-c3e8-1ba40ce6bcc1,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 05:52,-45.256592,-59.991312,6.7,214,219.3,1986.517486,6.168422396,0.173888889,TRUE,0,0,0,AIS.18,exactearth,satellite,450741.844,403000,NA,TRUE,B
6293,f501bf24-4c75-dbb7-cd2d-ed04976dbd5d,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 05:53,-45.257347,-59.992063,6.5,212,214.6,102.4862928,6.869479503,0.008055556,TRUE,0,0,0,AIS.18,spire,satellite,450741.844,403000,NA,TRUE,B
6245,7f8165a2-2f5e-9a0e-475b-0d4e78c8fbfc,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 05:56,-45.261587,-59.996017,6.5,213,213.2,563.9661402,6.056622445,0.050277778,TRUE,0,0,0,AIS.18,spire,satellite,449960.875,403000,NA,TRUE,B
6243,64921f43-b3ef-a882-eb23-4a4a54f44d67,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 06:01,-45.26965,-60.003845,6.3,208,209.9,1085.883717,6.396249962,0.091666667,TRUE,0,0,0,AIS.18,spire,satellite,450035.75,403000,NA,TRUE,B
6297,bdae808c-442a-f4f0-5f56-d0ca47856e70,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 06:02,-45.270402,-60.004463,6.6,208,208.6,96.59674732,6.258889646,0.008333333,TRUE,0,0,0,AIS.18,spire,satellite,450035.75,403000,NA,TRUE,B
6240,4667d777-9acf-fd7c-a52d-7801fbe16006,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 06:31,-45.310735,-60.051042,6.4,216,216.3,5778.445914,6.433137879,0.485,TRUE,0,0,0,AIS.18,exactearth,satellite,446464.812,404000,NA,TRUE,B
6239,bb4358a6-8796-bbe7-9752-bbcfb916c7c3,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 06:45,-45.328745,-60.07502,5.6,226,226.3,2743.212668,6.143216184,0.241111111,TRUE,0,0,0,AIS.18,spire,satellite,444310.844,403000,1896.159609,TRUE,B
6289,2676fef5-3b0b-ff12-5250-671fe8f9ed01,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 06:46,-45.32928,-60.075975,6.3,230,230.2,95.45941302,5.985674717,0.008611111,TRUE,0,0,0,AIS.18,spire,satellite,444310.844,403000,2100.07357,TRUE,B
6235,023147f7-484b-6577-499b-12440e4e363d,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 06:52,-45.33651,-60.086082,5.6,228,229.1,1127.162992,6.086116576,0.1,TRUE,0,0,0,AIS.18,spire,satellite,443628.656,404000,712.6395534,TRUE,B
6253,8ef4ce88-246c-431f-c09e-948cae6d7884,150402944,150402944-2023-02-13T01:09:58.000000Z,17/02/2023 07:07,-45.356477,-60.111582,6,220,223,2983.411507,6.229017137,0.258611111,TRUE,0,0,0,AIS.18,spire,satellite,442274.562,404000,297.092526,TRUE,B
