"source","type","ssvid","timestamp","lon","lat","speed","course","heading","shipname","callsign","destination","imo","shiptype","receiver_type","receiver","length","width","status"
"spire","AIS.1","412331284",2022-11-11 21:20:22,-81.1517933333333,-17.9659416666667,0,349.6,511,NA,NA,NA,NA,NA,"satellite","FM112",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:07:37,-81.1515466666667,-17.96712,0,353.3,511,NA,NA,NA,NA,NA,"satellite","FM67",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:04:22,-81.1514933333333,-17.967435,0,353.4,511,NA,NA,NA,NA,NA,"satellite","FM115",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:45:31,-81.151055,-17.9691266666667,0,351.2,511,NA,NA,NA,NA,NA,"satellite","FM129",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:04:31,-81.1514966666667,-17.9674216666667,0,348.8,511,NA,NA,NA,NA,NA,"satellite","FM115",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:20:50,-81.1506016666667,-17.9713216666667,0,348.3,511,NA,NA,NA,NA,NA,"satellite","FM143",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 19:52:48,-81.1495633333333,-17.974435,0.5,333.7,511,NA,NA,NA,NA,NA,"satellite","FM128",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 19:58:17,-81.1498533333333,-17.9738916666667,0.5,335,511,NA,NA,NA,NA,NA,"satellite","FM128",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:24:49,-81.15069,-17.97094,0,335.1,511,NA,NA,NA,NA,NA,"satellite","FM143",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:47:45,-81.1511133333333,-17.9689266666667,0,342.6,511,NA,NA,NA,NA,NA,"satellite","FM119",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:55:15,-81.151295,-17.9682683333333,0.5,339.6,511,NA,NA,NA,NA,NA,"satellite","FM119",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:23:32,-81.151865,-17.965685,0,346.1,511,NA,NA,NA,NA,NA,"satellite","FM112",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:41:40,-81.1510016666667,-17.9694566666667,0,343.2,511,NA,NA,NA,NA,NA,"satellite","FM129",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:53:45,-81.1512533333333,-17.9684066666667,0.5,349.6,511,NA,NA,NA,NA,NA,"satellite","FM119",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:07:22,-81.15154,-17.9671416666667,0.4,356.4,511,NA,NA,NA,NA,NA,"satellite","FM115",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:20:13,-81.1517916666667,-17.96595,0,349.4,511,NA,NA,NA,NA,NA,"satellite","FM112",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 19:48:22,-81.14933,-17.9749066666667,0.5,339.2,511,NA,NA,NA,NA,NA,"satellite","FM130",NA,NA,0
"orbcomm","AIS.1","412331284",2022-11-11 20:08:10,-81.1502916666667,-17.97278,0.5,340.700012207031,511,NA,NA,NA,NA,NA,"satellite","rORBCOMM999",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:04:03,-81.1514883333333,-17.96747,0,355.9,511,NA,NA,NA,NA,NA,"satellite","FM115",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:44:59,-81.15105,-17.9691716666667,0,351.8,511,NA,NA,NA,NA,NA,"satellite","FM129",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:14:41,-81.150485,-17.9720316666667,0,347.6,511,NA,NA,NA,NA,NA,"satellite","FM148",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:18:53,-81.1517733333333,-17.9660533333333,0.5,346.9,511,NA,NA,NA,NA,NA,"satellite","FM112",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:09:00,-81.1503183333333,-17.972675,0.4,345,511,NA,NA,NA,NA,NA,"satellite","FM131",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:55:26,-81.1513016666667,-17.9682483333333,0.5,338.3,511,NA,NA,NA,NA,NA,"satellite","FM119",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:48:16,-81.1511166666667,-17.9688816666667,0,351.2,511,NA,NA,NA,NA,NA,"satellite","FM119",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:51:05,-81.1511883333333,-17.9686383333333,0.4,343.5,511,NA,NA,NA,NA,NA,"satellite","FM119",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:46:40,-81.1510833333333,-17.9690283333333,0,344.4,511,NA,NA,NA,NA,NA,"satellite","FM129",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:49:27,-81.1511416666667,-17.9687933333333,0,343.5,511,NA,NA,NA,NA,NA,"satellite","FM119",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:34:18,-81.1508766666667,-17.9700566666667,0,347,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:22:50,-81.15063,-17.97112,0,346.7,511,NA,NA,NA,NA,NA,"satellite","FM143",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 19:49:23,-81.14937,-17.974785,0.5,340.1,511,NA,NA,NA,NA,NA,"satellite","FM130",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:35:48,-81.15091,-17.9699266666667,0,340.6,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:22:37,-81.1506283333333,-17.97114,0,349.9,511,NA,NA,NA,NA,NA,"satellite","FM138",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:38:37,-81.1509533333333,-17.96969,0,348.9,511,NA,NA,NA,NA,NA,"satellite","FM105",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:16:58,-81.1505383333333,-17.9717583333333,0.5,349.9,511,NA,NA,NA,NA,NA,"satellite","FM138",NA,NA,0
"orbcomm","AIS.1","412331284",2022-11-11 20:13:59,-81.1504666666667,-17.972105,0.5,348.899993896484,511,NA,NA,NA,NA,NA,"satellite","rORBCOMM999",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:21:07,-81.1506083333333,-17.971285,0,349.5,511,NA,NA,NA,NA,NA,"satellite","FM138",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:09:59,-81.15035,-17.9725483333333,0.5,343.1,511,NA,NA,NA,NA,NA,"satellite","FM148",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:09:31,-81.1503366666667,-17.9726066666667,0.5,348.3,511,NA,NA,NA,NA,NA,"satellite","FM148",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:00:08,-81.149945,-17.973705,0.5,332.5,511,NA,NA,NA,NA,NA,"satellite","FM128",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:54:26,-81.15127,-17.9683466666667,0,341.5,511,NA,NA,NA,NA,NA,"satellite","FM119",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:41:38,-81.1510016666667,-17.9694566666667,0,343.2,511,NA,NA,NA,NA,NA,"satellite","FM105",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:26:29,-81.1507316666667,-17.9707966666667,0,343,511,NA,NA,NA,NA,NA,"satellite","FM143",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:18:22,-81.1517666666667,-17.9660983333333,0,349.9,511,NA,NA,NA,NA,NA,"satellite","FM121",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:42:39,-81.1510233333333,-17.969375,0,333.6,511,NA,NA,NA,NA,NA,"satellite","FM105",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:45:50,-81.1510616666667,-17.9691016666667,0,349.7,511,NA,NA,NA,NA,NA,"satellite","FM129",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:27:18,-81.150755,-17.9707133333333,0,348.9,511,NA,NA,NA,NA,NA,"satellite","FM150",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:43:39,-81.1510383333333,-17.9692933333333,0,347.4,511,NA,NA,NA,NA,NA,"satellite","FM144",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:07:01,-81.1502583333333,-17.972925,0.5,341.6,511,NA,NA,NA,NA,NA,"satellite","FM148",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:39:48,-81.1509666666667,-17.969595,0,347.9,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:49:05,-81.1511333333333,-17.9688216666667,0,345.8,511,NA,NA,NA,NA,NA,"satellite","FM119",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:30:28,-81.150805,-17.9704066666667,0,353.5,511,NA,NA,NA,NA,NA,"satellite","FM150",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:26:07,-81.1507166666667,-17.9708316666667,0,338.3,511,NA,NA,NA,NA,NA,"satellite","FM150",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:44:07,-81.1510416666667,-17.9692566666667,0,349.6,511,NA,NA,NA,NA,NA,"satellite","FM105",NA,NA,0
"orbcomm","AIS.1","412331284",2022-11-11 20:52:28,-81.1512216666667,-17.9685333333333,0,341.700012207031,511,NA,NA,NA,NA,NA,"satellite","rORBCOMM999",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:25:49,-81.1507066666667,-17.9708533333333,0,341.3,511,NA,NA,NA,NA,NA,"satellite","FM143",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:35:37,-81.150905,-17.96994,0,350,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:54:05,-81.1512633333333,-17.968375,0,346.3,511,NA,NA,NA,NA,NA,"satellite","FM119",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:44:20,-81.151045,-17.9692383333333,0,351.5,511,NA,NA,NA,NA,NA,"satellite","FM129",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:29:17,-81.150785,-17.9705333333333,0,354.6,511,NA,NA,NA,NA,NA,"satellite","FM150",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:43:57,-81.1510416666667,-17.9692716666667,0,347.5,511,NA,NA,NA,NA,NA,"satellite","FM105",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 19:51:18,-81.1494766666667,-17.97458,0.5,328.3,511,NA,NA,NA,NA,NA,"satellite","FM128",NA,NA,0
"orbcomm","AIS.1","412331284",2022-11-11 20:52:47,-81.1512283333333,-17.968505,0,344.299987792969,511,NA,NA,NA,NA,NA,"satellite","rORBCOMM999",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:04:06,-81.1514933333333,-17.9674666666667,0,357.6,511,NA,NA,NA,NA,NA,"satellite","FM67",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 19:53:17,-81.1496,-17.9743916666667,0.5,330.4,511,NA,NA,NA,NA,NA,"satellite","FM128",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:17:12,-81.1517383333333,-17.966215,0,339.3,511,NA,NA,NA,NA,NA,"satellite","FM112",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:16:22,-81.1517266666667,-17.96629,0,340,511,NA,NA,NA,NA,NA,"satellite","FM121",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:03:57,-81.1514933333333,-17.9674933333333,0,355.9,511,NA,NA,NA,NA,NA,"satellite","FM67",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:45:08,-81.1510516666667,-17.96916,0,352.6,511,NA,NA,NA,NA,NA,"satellite","FM144",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:30:06,-81.150795,-17.970445,0.5,355.6,511,NA,NA,NA,NA,NA,"satellite","FM150",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:14:01,-81.1516666666667,-17.9665233333333,0,335.5,511,NA,NA,NA,NA,NA,"satellite","FM121",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 19:52:57,-81.149575,-17.9744283333333,0.5,330.9,511,NA,NA,NA,NA,NA,"satellite","FM128",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:17:39,-81.1505516666667,-17.9716833333333,0,339.6,511,NA,NA,NA,NA,NA,"satellite","FM143",NA,NA,0
"orbcomm","AIS.1","412331284",2022-11-11 21:24:10,-81.1518883333333,-17.965615,0,352.299987792969,511,NA,NA,NA,NA,NA,"satellite","rORBCOMM999",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:12:31,-81.15043,-17.972265,0,339.9,511,NA,NA,NA,NA,NA,"satellite","FM148",NA,NA,0
"orbcomm","AIS.1","412331284",2022-11-11 20:49:28,-81.1511416666667,-17.9687933333333,0,343.5,511,NA,NA,NA,NA,NA,"satellite","rORBCOMM999",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 19:48:53,-81.14935,-17.9748466666667,0.5,337.2,511,NA,NA,NA,NA,NA,"satellite","FM130",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:19:28,-81.1505733333333,-17.97147,0.5,348.9,511,NA,NA,NA,NA,NA,"satellite","FM113",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:10:09,-81.1503566666667,-17.9725333333333,0.5,342.5,511,NA,NA,NA,NA,NA,"satellite","FM148",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:33:38,-81.1508616666667,-17.97011,0,346.2,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:13:41,-81.1516633333333,-17.9665566666667,0,332.1,511,NA,NA,NA,NA,NA,"satellite","FM121",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:07:17,-81.1515466666667,-17.9671466666667,0.4,356.4,511,NA,NA,NA,NA,NA,"satellite","FM67",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:16:39,-81.15053,-17.9718016666667,0.5,352.1,511,NA,NA,NA,NA,NA,"satellite","FM143",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:39:49,-81.1509666666667,-17.969595,0,347.9,511,NA,NA,NA,NA,NA,"satellite","FM105",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 19:55:17,-81.1497083333333,-17.9741783333333,0.5,335.6,511,NA,NA,NA,NA,NA,"satellite","FM128",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:09:10,-81.150325,-17.972645,0.5,352,511,NA,NA,NA,NA,NA,"satellite","FM148",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:47:55,-81.1511116666667,-17.96891,0,347.1,511,NA,NA,NA,NA,NA,"satellite","FM119",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:08:00,-81.15029,-17.972805,0.5,340.2,511,NA,NA,NA,NA,NA,"satellite","FM148",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:30:17,-81.1507983333333,-17.9704283333333,0,350.7,511,NA,NA,NA,NA,NA,"satellite","FM150",NA,NA,0
"orbcomm","AIS.1","412331284",2022-11-11 20:44:56,-81.15105,-17.9691716666667,0,351.799987792969,511,NA,NA,NA,NA,NA,"satellite","rORBCOMM999",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:07:06,-81.1515466666667,-17.9671733333333,0.5,358.6,511,NA,NA,NA,NA,NA,"satellite","FM67",NA,NA,0
"orbcomm","AIS.1","412331284",2022-11-11 20:43:58,-81.1510416666667,-17.9692716666667,0,347.5,511,NA,NA,NA,NA,NA,"satellite","rORBCOMM999",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:18:29,-81.1505566666667,-17.9715783333333,0.5,354.7,511,NA,NA,NA,NA,NA,"satellite","FM143",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 19:58:29,-81.1498616666667,-17.9738733333333,0.5,331.1,511,NA,NA,NA,NA,NA,"satellite","FM128",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:34:38,-81.15088,-17.970025,0,348.2,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:16:11,-81.1505183333333,-17.9718583333333,0.5,349.9,511,NA,NA,NA,NA,NA,"satellite","FM131",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:27:21,-81.150755,-17.9707133333333,0,348.9,511,NA,NA,NA,NA,NA,"satellite","FM107",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:36:37,-81.1509216666667,-17.9698483333333,0,340.4,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:29:18,-81.150785,-17.9705333333333,0,354.6,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:24:28,-81.1506766666667,-17.97097,0,338.4,511,NA,NA,NA,NA,NA,"satellite","FM150",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:47:48,-81.1511133333333,-17.9689266666667,0,342.6,511,NA,NA,NA,NA,NA,"satellite","FM144",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:20:48,-81.1506016666667,-17.9713216666667,0,348.3,511,NA,NA,NA,NA,NA,"satellite","FM138",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:21:48,-81.1506183333333,-17.9712133333333,0.4,341.2,511,NA,NA,NA,NA,NA,"satellite","FM138",NA,NA,0
"orbcomm","AIS.1","412331284",2022-11-11 20:10:39,-81.15037,-17.9724666666667,0.5,341.700012207031,511,NA,NA,NA,NA,NA,"satellite","rORBCOMM999",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:09:19,-81.1503316666667,-17.97263,0.5,349.3,511,NA,NA,NA,NA,NA,"satellite","FM148",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:37:47,-81.1509383333333,-17.96976,0,352.5,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:44:40,-81.15105,-17.969205,0,352.1,511,NA,NA,NA,NA,NA,"satellite","FM129",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:18:33,-81.1517666666667,-17.9660833333333,0,350.2,511,NA,NA,NA,NA,NA,"satellite","FM112",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:00:03,-81.151435,-17.96787,0,343,511,NA,NA,NA,NA,NA,"satellite","FM115",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:26:08,-81.1507166666667,-17.9708316666667,0,338.3,511,NA,NA,NA,NA,NA,"satellite","FM143",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:06:07,-81.1515466666667,-17.96728,0,345.9,511,NA,NA,NA,NA,NA,"satellite","FM67",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:26:18,-81.1507216666667,-17.9708116666667,0,341.1,511,NA,NA,NA,NA,NA,"satellite","FM138",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 19:56:58,-81.1497966666667,-17.974025,0.5,329.2,511,NA,NA,NA,NA,NA,"satellite","FM128",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:29:57,-81.1507916666667,-17.9704583333333,0.5,354.4,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:08:52,-81.15031,-17.9726883333333,0.5,349.7,511,NA,NA,NA,NA,NA,"satellite","FM106",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:32:17,-81.1508383333333,-17.9702316666667,0,343.2,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:32:39,-81.1508416666667,-17.9701983333333,0.5,350.1,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:32:07,-81.1508383333333,-17.970245,0.4,351.8,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:58:57,-81.1514133333333,-17.9679733333333,0.5,337.6,511,NA,NA,NA,NA,NA,"satellite","FM67",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:37:37,-81.1509366666667,-17.969775,0,351.9,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:42:59,-81.1510266666667,-17.9693433333333,0,341.9,511,NA,NA,NA,NA,NA,"satellite","FM129",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 21:16:12,-81.1517233333333,-17.9663033333333,0,335.6,511,NA,NA,NA,NA,NA,"satellite","FM112",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:28:10,-81.1507716666667,-17.9706433333333,0,349.1,511,NA,NA,NA,NA,NA,"satellite","FM107",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:42:11,-81.1510116666667,-17.9694116666667,0,343.9,511,NA,NA,NA,NA,NA,"satellite","FM129",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:25:18,-81.1507,-17.9708983333333,0,337.4,511,NA,NA,NA,NA,NA,"satellite","FM150",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:43:08,-81.1510283333333,-17.96933,0,345.7,511,NA,NA,NA,NA,NA,"satellite","FM105",NA,NA,0
"spire","AIS.1","412331284",2022-11-11 20:40:48,-81.1509833333333,-17.9695166666667,0,342,511,NA,NA,NA,NA,NA,"satellite","FM117",NA,NA,0
