"","msgid","ssvid","seg_id","timestamp","lat","lon","speed_knots","heading","course","meters_to_prev","implied_speed_knots","hours","night","nnet_score","logistic_score","night_loitering","type","source","receiver_type","distance_from_port_m","distance_from_shore_m","distance_from_sat_km","is_fishing_vessel","AIS_class","month","year"
"1","428888da-f80a-fc75-b5ac-eabdf075db25","150402951","150402951-2020-09-16T13:12:20.000000Z",2021-01-26 14:26:36,-45.4575983333,-60.598935,3,215,215.1,355.554719291508,3.18495103434663,0.0602777777777778,FALSE,1,1,0,"AIS.18","spire","satellite",405548.344,384000,679.003216107798,TRUE,"B",1,2021
"2","f99c4891-d5b6-9725-c725-f4af413da596","150402951","150402951-2020-09-16T13:12:20.000000Z",2021-01-26 00:37:51,-45.184575,-60.3903483333,3.7,251,248.6,2970.57177669049,3.65459293099147,0.438888888888889,TRUE,1,1,0,"AIS.18","spire","satellite",418931.469,374000,2143.72714965676,TRUE,"B",1,2021
"3","7523f74d-ca6e-6689-40e6-47ed16883acc","150402951","150402951-2020-09-16T13:12:20.000000Z",2021-01-26 01:23:15,-45.217705,-60.4367483333,3.7,212,212.9,3341.61763099631,3.72021946362156,0.485,TRUE,1,1,0,"AIS.18","spire","satellite",415291.031,375000,2004.17535021781,TRUE,"B",1,2021
"4","0517abeb-d6c2-9a61-c1c9-cfbef2a03af5","150402951","150402951-2020-09-16T13:12:20.000000Z",2021-01-26 05:04:53,-45.2400433333,-60.4838683333,3.8,43,47.8,2066.38794836302,3.73993130520205,0.298333333333333,TRUE,1,1,0,"AIS.18","spire","satellite",412321.438,374000,NA,TRUE,"B",1,2021
"5","2732cff4-81a9-7eac-791f-c5d4ba998583","150402951","150402951-2021-03-11T04:14:52.000000Z",2021-05-17 15:02:57,-52.2682566667,-69.2526683333,0.1,97,97.5,12.0646292698255,0.0100606896899494,0.6475,FALSE,0,0,0,"AIS.18","spire","satellite",75063.047,6000,2381.72528863079,TRUE,"B",5,2021
"6","08d2994b-03ba-eafb-c13d-8260f74b6d65","150402951","150402951-2021-03-11T04:14:52.000000Z",2021-05-17 00:48:15,-51.7306633333,-67.1714683333,9.4,216,215.3,143.859902355091,9.98706269270977,0.00777777777777778,TRUE,0,0,0,"AIS.18","spire","satellite",128272,105000,NA,TRUE,"B",5,2021
"7","2abae311-7baf-6374-3fbb-850ff37f0a4e","150402951","150402951-2021-03-11T04:14:52.000000Z",2021-05-17 08:29:57,-52.426265,-68.532695,8.4,278,279,9091.47751070393,8.38339459907804,0.585555555555556,TRUE,0,0,0,"AIS.18","spire","satellite",95843.383,8000,1608.16982315949,TRUE,"B",5,2021
"8","7446fca5-2b43-110c-74f7-111a21af54ab","150402951","150402951-2021-03-11T04:14:52.000000Z",2021-05-17 01:54:46,-51.8571,-67.3625083333,9.4,222,223.2,440.542972001283,9.51484710928371,0.025,TRUE,0,0,0,"AIS.18","spire","satellite",117641.141,86000,NA,TRUE,"B",5,2021
"9","8e08ca49-1266-6560-91a3-91d95e1397d0","150402951","150402951-2021-03-11T04:14:52.000000Z",2021-05-17 08:38:10,-52.422385,-68.5623483333,8.1,283,283.5,2056.48782867235,8.10840196983749,0.136944444444444,TRUE,0,0,0,"AIS.18","spire","satellite",95410.344,8000,1660.83325266875,TRUE,"B",5,2021
"10","41bb1390-3625-0ad5-2c5e-be36d105df9f","150402951","150402951-2021-03-11T04:14:52.000000Z",2021-05-17 05:21:56,-52.246805,-67.9272016667,8.9,228,228.4,275.544366805211,8.92681085138843,0.0166666666666667,TRUE,0,0,0,"AIS.18","spire","satellite",103196.383,31000,1842.98864471908,TRUE,"B",5,2021
