"","ssvid","best_flag","best_vessel_class","vessel_name"
"41","412326883","CHN","squid_jigger","ZHENFA9"
"42","412326883","CHN","squid_jigger","ZHANHAI6"
"43","412333656","CHN","squid_jigger","ZHONGHAIYU9"
"44","412333656","CHN","squid_jigger",NA
"45","412333656","CHN","squid_jigger","LIAODAZHONGYU25338"
"46","412333656","CHN","squid_jigger","LULANYUANYU68"
"47","412331287","CHN","squid_jigger","LURONGYUANYU887"
"48","412421145","CHN","squid_jigger","SHUNZE86"
"49","412549097","CHN","squid_jigger","HONGPU17"
"50","412329462","CHN","squid_jigger","CHANGSHUN6"
"51","412329462","CHN","squid_jigger","CHANSHUN6"
"52","412440665","CHN","squid_jigger","FUYUANYU7875"
"53","412440665","CHN","squid_jigger",NA
"54","412440743","CHN","squid_jigger","FUYUANYU7619"
"55","412420822","CHN","squid_jigger","HUALI17"
"56","412440739","CHN","squid_jigger","FUYUANYU7616"
"57","412329632","CHN","squid_jigger","CHANGSHUN8"
"58","412329632","CHN","squid_jigger","HANGSHUN8"
"59","412421169","CHN","squid_jigger","FENGHUI9"
"60","412421169","CHN","fishing","FENGHUI9"
"61","412420688","CHN","squid_jigger","HUALI19"
"62","412420317","CHN","squid_jigger","JIADE8"
"63","412420317","CHN","squid_jigger",NA
"64","412336963","CHN","fishing","LLZY668980"
"65","412336963","CHN","squid_jigger","LURONGYUANYU582"
"66","200014551",NA,"squid_jigger",NA
"67","412421144","CHN","squid_jigger","SHUNZE83"
"68","412421193","CHN","squid_jigger","ZHONGJU7"
"69","412420805","CHN","squid_jigger","PUYUAN777"
"70","412420805","CHN","fishing","PUYUAN777"
"71","412354281","CHN","squid_jigger","SUYUANYU6"
"72","412440727","CHN","squid_jigger","FUYUANYU7601"
"73","412420382","CHN","squid_jigger","MINGXIANG801"
"74","412420312","CHN","squid_jigger","JIADE1"
"75","412420312","CHN","squid_jigger",NA
"76","412549276","CHN","fishing","LURONGYUANYU832"
"77","412333345","CHN","squid_jigger","RUNDASHUICHAN"
"78","412333345","CHN","squid_jigger","LURONGYUANYU709"
"79","412333345","CHN","squid_jigger","HUAZHONGYOU5"
"80","412440738","CHN","squid_jigger","FUYUANYU7615"
"81","412440737","CHN","squid_jigger","FUYUANYU7614"
"82","412679820","CHN","squid_jigger","LIAOYUERHAO"
"83","412679820","CHN","squid_jigger","LIAOYU2HAO"
"84","412331286","CHN","squid_jigger","LURONGYUANYU885"
"85","412331286","CHN","fishing","LURONGYUANYU885"
"86","412549046","CHN","squid_jigger","HONGPU9"
"87","412549035","CHN","squid_jigger","HENGXIN68"
"88","412549035","CHN","squid_jigger",NA
"89","412326888","CHN","squid_jigger","CHANGSHUN138"
"90","412326888","CHN","squid_jigger","HAIXING1"
"91","412326888","CHN","squid_jigger","4698"
"92","412326888","CHN","squid_jigger",NA
"93","412421014","CHN","squid_jigger","XINJILI56"
"94","412420646","CHN","squid_jigger",NA
"95","412420646","CHN","squid_jigger","TIANYUE1"
"96","412549139","CHN","squid_jigger","ZHEPUYUAN67"
"97","412329404","CHN","squid_jigger","LUWEIYUANYU18"
"98","412421041","CHN","squid_jigger","DONGYU1529"
"99","412421041","CHN","squid_jigger",NA
"100","412328765","CHN","squid_jigger","HAIYANG5"
"101","412328765","CHN","squid_jigger",NA
"102","412549054","CHN","squid_jigger","RUNDA613"
"103","412421191","CHN","squid_jigger","ZHOUPU5"
"104","412420209","CHN","squid_jigger","ZHOUYU5"
"105","412420211","CHN","squid_jigger","ZHOUYU6"
"106","412549353","CHN","squid_jigger","LUQINGYUANYU769"
"107","412333655","CHN","squid_jigger","LULANYUANYU59"
"108","412330961","CHN","squid_jigger","LULANYUANYU689"
"109","412330961","CHN","squid_jigger","LULUANYUAN689"
"110","412330961","CHN","squid_jigger",NA
"111","412336489","CHN","squid_jigger",NA
"112","412336489","CHN","squid_jigger","LURONGYUANYU585"
"113","412439575","CHN","squid_jigger",NA
"114","412439575","CHN","squid_jigger","HAIZHIXING801"
"115","412439575","CHN","squid_jigger","MINGXIANG899"
"116","412420013","CHN","squid_jigger","HAILI18"
"117","412421087","CHN","squid_jigger","JINHAI779"
"118","412421087","CHN","squid_jigger","ZHEXIANGYU21087"
"119","412329653","CHN","squid_jigger","CHANGSHUN2"
"120","412329653","CHN","squid_jigger","CHANGSHNN2"
"121","412549159","CHN","squid_jigger","JULONGJIAYA32"
"122","412549159","CHN","squid_jigger","SHUNZE77"
"123","412420581","CHN","squid_jigger","RUNDA618"
"124","412420581","CHN","squid_jigger",NA
"125","412337347","CHN","squid_jigger","LUQINGYUANYU279"
"126","412337347","CHN","squid_jigger",NA
"127","412333344","CHN","squid_jigger","LUWEIYU2536"
"128","412333344","CHN","squid_jigger","LURONGYUANYU708"
"129","412333344","CHN","squid_jigger","LURISHANYUYANG66101"
"130","412333344","CHN","squid_jigger",NA
"131","412421072","CHN","squid_jigger","WANXIN7"
"132","412440664","CHN","squid_jigger",NA
"133","412440664","CHN","squid_jigger","FUYUANYU7874"
"134","412440664","CHN","squid_jigger","MINZHANGYU7390"
"135","412440728","CHN","squid_jigger","FUYUANYU7602"
"136","150400483",NA,NA,"LURONGYUANYU715"
"137","412549001","CHN","squid_jigger","HONGPU37"
"138","412440666","CHN","squid_jigger",NA
"139","412440666","CHN","squid_jigger","MINDONGYU60666"
"140","412440666","CHN","squid_jigger","MINZHANGYU5586"
"141","412329463","CHN","squid_jigger","CHANGSHUN7"
"142","412200335","CHN","squid_jigger","GUOJI901"
"143","412271470","CHN","squid_jigger","ZHONGYUANYU17"
"144","412420457","CHN","squid_jigger","HONGDA2"
"145","412420457","CHN","squid_jigger","H0NGDA2"
"146","412440731","CHN","squid_jigger","FUYUANYU7604"
"147","412420561","CHN","squid_jigger","HANYI8"
"148","412420561","CHN","squid_jigger","HAIYI8"
"149","412420561","CHN","squid_jigger",NA
"150","412420789","CHN","squid_jigger","MINGXIANG817"
"151","412420789","CHN","squid_jigger",NA
"152","412337343","CHN","squid_jigger","LUQINGYUANYU275"
"153","412440741","CHN","squid_jigger","FUYUANYU7617"
"154","412421192","CHN","fishing","ZHONGJU1"
"155","412440732","CHN","squid_jigger","FUYUANYU7605"
"156","412421062","CHN","squid_jigger","HUAXIANG801"
"157","412549053","CHN","squid_jigger","HAIFENGLONG5"
"158","412331062","CHN","squid_jigger","YUANSHENG6"
"159","412420459","CHN","squid_jigger","HONGDA18"
"160","412420459","CHN","squid_jigger","H0NDA18"
"161","412420459","CHN","squid_jigger",NA
"162","412420459","CHN","squid_jigger","H0NGDA18"
"163","412440668","CHN","squid_jigger",NA
"164","412440668","CHN","squid_jigger","FUYUANYU7890"
"165","412549301","CHN","squid_jigger","NINGTAI815"
"166","412440762","CHN","squid_jigger","FUYUANYU7669"
"167","412420947","CHN","squid_jigger","SHUNHANG17"
"168","412420947","CHN","squid_jigger","SHUNHANG"
"169","412420578","CHN","squid_jigger","RUNDA605"
"170","412420578","CHN","squid_jigger",NA
"171","412439586","CHN","squid_jigger","OUYA7"
"172","412000000","CHN",NA,NA
"173","412880933","CHN","squid_jigger","HEBEI8598"
"174","412331284","CHN","squid_jigger","FUYUANYU715"
"175","412331284","CHN","fishing","LURONGYUANYU715"
"176","412331284","CHN","squid_jigger","LURONGYUANYU715"
"177","412420809","CHN","squid_jigger",NA
"178","412420809","CHN","squid_jigger","MINGXIANG818"
"179","150402947",NA,"squid_jigger","LURONGYUANYU715"
"180","150402947",NA,"squid_jigger","LURONGYUANYU195"
"181","150402947",NA,"squid_jigger","SHUNHANG68"
"182","150402947",NA,"squid_jigger","SHUNHANG3"
"183","150402947",NA,"squid_jigger","LURONGYUANYU717"
"184","412440733","CHN","squid_jigger","FUYUANYU7606"
"185","412440729","CHN","squid_jigger","FUYUANYU7603"
"186","412331008","CHN","squid_jigger","LUYANYUANYU11"
"187","150402944","CHN","squid_jigger","SHUNHANG1"
"188","150402944","CHN","squid_jigger","LURONGYUANYU277"
"189","150402944","CHN","squid_jigger","SHUNHANG2"
"190","150402944","CHN","squid_jigger","FUYUANYU9993"
"191","412549218","CHN","squid_jigger","YINGHAI798"
"192","412333738","CHN","squid_jigger",NA
"193","412333738","CHN","squid_jigger","LURONGYUANYU772"
"194","412328764","CHN","squid_jigger","HAIYANG6"
"195","412420471","CHN","squid_jigger","MINGZHOU6"
"196","412420471","CHN","squid_jigger",NA
"197","412420471","CHN","squid_jigger","SHUNZE87"
"198","412549116","CHN","squid_jigger","HANYI27"
"199","412421178","CHN","squid_jigger","ZHEPUYU421178"
"200","412421178","CHN","squid_jigger","SHUNZE75"
"201","412421178","CHN","gear","23996"
"202","412421178","CHN","squid_jigger",NA
"203","412549158","CHN","squid_jigger","JULONGJIAYA31"
"204","412549158","CHN","squid_jigger","SHUNZE85"
"205","412320029","CHN","squid_jigger","JINGYUAN608"
"206","412320029","CHN","fishing","JINGYUAN608"
"207","412320029","CHN","fishing","LUDONGGANGYU68379"
"208","412320029","CHN","squid_jigger","LUDONGGANGYU68379"
"209","412549351","CHN","squid_jigger","LUQINGYUANYU765"
"210","412549162","CHN","squid_jigger","JULONGJIAYA34"
"211","412549162","CHN","squid_jigger","SHUNZE811"
"212","412549277","CHN","squid_jigger","LURONGYUANYU833"
"213","412549115","CHN","fishing","HANYI17"
"214","412549278","CHN","squid_jigger","LURONGYUANYU835"
"215","412329652","CHN","squid_jigger","CHANGSHUN1HAO"
"216","412329652","CHN","squid_jigger","CHANGSHUN1"
"217","412439587","CHN","squid_jigger","OUYA8"
"218","412439587","CHN","squid_jigger",NA
"219","412677320","CHN","squid_jigger","JINGYUAN601"
"220","412677320","CHN","squid_jigger","SHE"
"221","412440671","CHN","squid_jigger","FUYUANYU7892"
"222","412549065","CHN","squid_jigger","ZHOUPU668"
"223","412549161","CHN","squid_jigger","JULONGJIAYA33"
"224","412549161","CHN","squid_jigger","SHUNZE6"
"225","412331072","CHN","squid_jigger","LURONGYUANYU808"
"226","412421175","CHN","squid_jigger","ZHEPUYU421175"
"227","412421175","CHN","squid_jigger","HENGXIN78"
"228","412549098","CHN","squid_jigger",NA
"229","412549098","CHN","squid_jigger","MINGXIANG858"
"230","412549098","CHN","squid_jigger","ZHEXIANGYU49098"
"231","412334074","CHN","squid_jigger","LURONGYUANYU601"
"232","412336492","CHN","squid_jigger","LURONGYUANYU586"
"233","412336492","CHN","squid_jigger",NA
"234","412326884","CHN","squid_jigger","ZHENFA7"
"235","412326884","CHN","squid_jigger","LUQ88"
"236","412326885","CHN","squid_jigger","ZHENFA6"
"237","412326885","CHN","squid_jigger",NA
"238","412326885","CHN","squid_jigger","ZHANHAI5"
"239","412326885","CHN","squid_jigger","LUDONGGANGYU67789"
"240","412440669","CHN","squid_jigger","FUYUANYU7891"
"241","412440669","CHN","squid_jigger","MINZHANGYU2350"
"242","412421108","CHN","squid_jigger","RUNDA603"
"243","412420908","CHN","squid_jigger","ZHOUYU7"
"244","412420647","CHN","squid_jigger","TIANYUE2"
"245","412420647","CHN","squid_jigger",NA
"246","412549048","CHN","squid_jigger",NA
"247","412549048","CHN","squid_jigger","NINGTAI97"
"248","412420472","CHN","squid_jigger","MINGZHOU8"
"249","412420472","CHN","squid_jigger","H0NGPU9"
"250","412328799","CHN","fishing","ZHENFA5"
"251","412328799","CHN","squid_jigger","ZHENFA5"
"252","412328799","CHN","fishing","ZHENGFA5"
"253","412328799","CHN","squid_jigger","ZHENGFA5"
"254","412328799","CHN","fishing",NA
"255","412420912","CHN","squid_jigger","ZHOUYU8"
"256","412420912","CHN","squid_jigger",NA
"257","412421171","CHN","fishing","HENGXIN1"
"258","412421183","CHN","fishing","TAOYUAN610"
"259","412420008","CHN","squid_jigger","JINHAI701"
"260","412420008","CHN","squid_jigger",NA
"261","412549112","CHN","squid_jigger","ZHEPUYUAN77"
"262","150400453",NA,"squid_jigger","SHUNHANG4"
"263","150400453",NA,"squid_jigger","LURONGYUANYU717"
"264","150400453",NA,"squid_jigger","LURONGYUANYU715"
"265","150400453",NA,"squid_jigger","LURONGYUANYU572"
"266","150400453",NA,"squid_jigger","SHUNHANG79"
"267","150400453",NA,"squid_jigger","FUYUANYU715"
"268","412440736","CHN","squid_jigger","FUYUANYU7613"
"269","412549298","CHN","squid_jigger","LURONGYUANYU836"
"270","412440734","CHN","squid_jigger",NA
"271","412440734","CHN","squid_jigger","FUYUANYU7611"
"272","412422122","CHN","squid_jigger","DONGZHOU22"
"273","412422122","CHN","squid_jigger","ZHEPUYUYUN98829"
"274","412422122","CHN","squid_jigger",NA
"275","412422122","CHN","fishing","ZHEPUYU33127"
"276","412440604","CHN","squid_jigger","7884"
"277","412440604","CHN","squid_jigger","FUYUANYU7884"
"278","412549091","CHN","squid_jigger","HONGPU12"
"279","412549091","CHN","squid_jigger",NA
"280","412421059","CHN","squid_jigger","NINGTAI76"
"281","412549099","CHN","squid_jigger","MINGXIANG878"
"282","412271480","CHN","squid_jigger",NA
"283","412271480","CHN","squid_jigger","ZHONGYUANYU16"
"284","412271480","CHN","squid_jigger","ZHONGYUANYU16HAO"
"285","412421129","CHN","fishing","YUANJIA1"
"286","412549052","CHN","squid_jigger","HAIFENGLONG6"
"287","412440764","CHN","squid_jigger","FUYUANYU7671"
"288","412326879","CHN","squid_jigger","HAIYANG1"
"289","412326879","CHN","squid_jigger",NA
"290","412421174","CHN","squid_jigger","HENGXIN16"
"291","412549354","CHN","squid_jigger","LUQINGYUANYU770"
"292","412549101","CHN","squid_jigger","HONGRUN18"
"293","412331036","CHN","squid_jigger","LUYANYUANYU8"
"294","412549531","CHN","squid_jigger","SHUNHANG86"
"295","412280932","CHN","squid_jigger","HEBEI8599"
"296","412690730","CHN","squid_jigger",NA
"297","412690730","CHN","squid_jigger","ZHOUYU2"
"298","412690730","CHN","squid_jigger","ZHOUYUERHAO"
"299","412549092","CHN","squid_jigger","HONGPU16"
"300","412440375","CHN","squid_jigger","FUYUANYU7612"
"301","412440375","CHN","fishing","MINZHANGYU9563"
"302","412440375","CHN","fishing","MINGDONGKUAITING375"
"303","412690720","CHN","squid_jigger","ZHOUYUY1HAO"
"304","412690720","CHN","squid_jigger","ZHOUYU1"
"305","412690720","CHN","squid_jigger",NA
"306","412690720","CHN","squid_jigger","ZHOUYUYIHAO"
"307","412331037","CHN","squid_jigger","LUYANYUANYU9"
"308","412329633","CHN","squid_jigger","CHANGSHUN9"
"309","412420384","CHN","squid_jigger","MINGXIANG803"
