"","seg_id","day","ssvid","shipname","lon","lat"
"538","150204593-2022-10-20T15:05:12.000000Z",2022-10-26,"150204593","",123.26027446,36.68380015
"539","150204593-2022-10-20T15:05:12.000000Z",2022-10-27,"150204593","",123.34669077,36.76310484
"540","150204593-2022-10-20T15:05:12.000000Z",2022-10-28,"150204593","",123.70639617,36.93236826
"541","150204593-2022-10-20T15:05:12.000000Z",2022-10-29,"150204593","",123.81353814,36.95641504
"542","150204593-2022-10-20T15:05:12.000000Z",2022-10-30,"150204593","",123.81328126,36.96209502
"543","150204593-2022-10-20T15:05:12.000000Z",2022-10-31,"150204593","",123.12125056,37.31353158
"544","150204593-2022-11-14T07:24:11.000000Z",2022-11-15,"150204593","",124.27225746,36.77958732
"545","150204593-2022-11-14T07:24:11.000000Z",2022-11-16,"150204593","",123.80205743,36.89717452
"546","150204593-2022-11-14T07:24:11.000000Z",2022-11-17,"150204593","",123.41306145,36.99723239
"547","150204593-2022-11-14T07:24:11.000000Z",2022-11-18,"150204593","",123.32968906,37.04903436
"548","150204593-2022-11-14T07:24:11.000000Z",2022-11-19,"150204593","",123.43319103,36.96810419
"549","150204593-2022-11-14T07:24:11.000000Z",2022-11-20,"150204593","",123.52338207,36.71700873
"550","150204593-2022-11-14T07:24:11.000000Z",2022-11-21,"150204593","",123.60787835,36.27971743
"551","150204593-2022-11-14T07:24:11.000000Z",2022-11-23,"150204593","",123.81229107,36.56242519
"552","150204593-2022-11-14T07:24:11.000000Z",2022-11-24,"150204593","",123.85026795,36.54091795
"553","150204593-2022-11-14T07:24:11.000000Z",2022-11-26,"150204593","",123.33051589,36.69497537
"554","150204593-2022-12-26T00:39:31.000000Z",2022-12-26,"150204593","",122.80146988,36.65058562
"555","150204593-2022-12-26T00:39:31.000000Z",2022-12-27,"150204593","",123.61371715,37.00070368
"556","150204593-2022-12-26T00:39:31.000000Z",2022-12-28,"150204593","",123.66914852,37.06113778
"557","150204593-2022-12-26T00:39:31.000000Z",2022-12-29,"150204593","",123.65045869,37.07138929
"558","150204593-2022-12-26T00:39:31.000000Z",2022-12-30,"150204593","",123.73389282,36.90770783
"559","150400450-2021-06-29T07:34:41.000000Z",2021-06-29,"150400450","LURONGYUANYU 715",-142.62950167,5.79266167
"560","150400451-2020-01-15T18:57:59.000000Z",2020-01-15,"150400451","000000",113.97355865,22.02080349
"561","150400451-2020-01-15T18:57:59.000000Z",2020-01-16,"150400451","000000",114.02142315,22.11253745
"562","150400451-2020-02-13T03:58:05.000000Z",2020-02-13,"150400451","000000",114.025601,22.20873767
"563","150400451-2020-02-16T00:11:22.000000Z",2020-02-16,"150400451","000000",114.02563667,22.20870583
"564","150400451-2020-02-20T04:36:39.000000Z",2020-02-20,"150400451","000000",113.83482797,22.07191687
"565","150400451-2020-03-07T19:14:53.000000Z",2020-03-08,"150400451","000000",114.03728055,22.11989505
"566","150400451-2020-03-07T19:14:53.000000Z",2020-03-09,"150400451","000000",114.145975,22.2462
"567","150400451-2020-03-10T11:22:04.000000Z",2020-03-10,"150400451","000000",114.15438138,22.22122651
"568","150400451-2020-03-20T18:56:02.000000Z",2020-03-20,"150400451","000000",114.69507994,22.16522863
"569","150400451-2020-03-20T18:56:02.000000Z",2020-03-21,"150400451","000000",114.64384694,22.26356323
"570","150400451-2020-03-20T18:56:02.000000Z",2020-03-22,"150400451","000000",114.6978167,22.25265098
"571","150400451-2020-03-20T18:56:02.000000Z",2020-03-23,"150400451","000000",115.07765178,22.39146666
"572","150400453-2019-09-10T03:35:44.000000Z",2020-01-06,"150400453","SHUNHANG79",-79.77700477,-18.7524321
"573","150400453-2019-09-10T03:35:44.000000Z",2020-01-09,"150400453","SHUNHANG79",-79.85581872,-17.77249179
"574","150400453-2019-09-10T03:35:44.000000Z",2020-01-16,"150400453","SHUNHANG79",-84.41001746,-15.45612532
"575","150400453-2019-09-10T03:35:44.000000Z",2020-01-18,"150400453","SHUNHANG79",-90.12318628,-11.50039894
"576","150400453-2019-09-10T03:35:44.000000Z",2020-01-20,"150400453","SHUNHANG79",-95.98505469,-7.22009753
"577","150400453-2019-09-10T03:35:44.000000Z",2020-01-23,"150400453","SHUNHANG79",-103.85630507,-1.59162798
"578","150400453-2019-09-10T03:35:44.000000Z",2020-01-25,"150400453","SHUNHANG79",-104.130216,-1.55506323
"579","150400453-2019-09-10T03:35:44.000000Z",2020-01-30,"150400453","SHUNHANG79",-103.40720544,-0.05034217
"580","150400453-2019-09-10T03:35:44.000000Z",2020-02-03,"150400453","SHUNHANG79",-104.20542086,-0.22225537
"581","150400453-2019-09-10T03:35:44.000000Z",2020-02-13,"150400453","SHUNHANG79",-109.02193008,1.13103433
"582","150400453-2019-09-10T03:35:44.000000Z",2020-02-16,"150400453","SHUNHANG79",-109.52763502,-1.03403997
"583","150400453-2019-09-10T03:35:44.000000Z",2020-02-21,"150400453","SHUNHANG79",-110.99049878,-1.12541985
"584","150400453-2019-09-10T03:35:44.000000Z",2020-02-22,"150400453","SHUNHANG79",-110.84185711,-1.14990167
"585","150400453-2019-09-10T03:35:44.000000Z",2020-02-23,"150400453","SHUNHANG79",-110.89424201,-1.27439961
"586","150400453-2019-09-10T03:35:44.000000Z",2020-02-25,"150400453","SHUNHANG79",-112.35178037,-1.24628629
"587","150400453-2019-09-10T03:35:44.000000Z",2020-02-28,"150400453","SHUNHANG79",-110.59941265,-1.46227304
"588","150400453-2019-09-10T03:35:44.000000Z",2020-02-29,"150400453","SHUNHANG79",-110.87159631,-1.58056473
"589","150400453-2019-09-10T03:35:44.000000Z",2020-03-02,"150400453","SHUNHANG79",-112.63520118,-1.56435898
"590","150400453-2019-09-10T03:35:44.000000Z",2020-03-03,"150400453","SHUNHANGYUANYU879",-109.85188281,-1.55282028
"591","150400453-2019-09-10T03:35:44.000000Z",2020-03-04,"150400453","SHUNHANGYUANYU879",-108.36832406,-1.15112825
"592","150400453-2019-09-10T03:35:44.000000Z",2020-03-08,"150400453","SHUNHANGYUANYU879",-105.46187934,-1.82715155
"593","150400453-2019-09-10T03:35:44.000000Z",2020-03-10,"150400453","SHUNHANGYUANYU879",-105.42960861,-2.14275779
"594","150400453-2020-03-13T15:59:28.000000Z",2020-03-17,"150400453","SHUNHANGYUANYU879",-105.10509433,-1.16032514
"595","150400453-2020-03-13T15:59:28.000000Z",2020-03-18,"150400453","SHUNHANGYUANYU879",-105.85208158,-1.42443035
"596","150400453-2020-03-13T15:59:28.000000Z",2020-03-19,"150400453","SHUNHANGYUANYU879",-106.10140429,-0.48097591
"597","150400453-2020-03-13T15:59:28.000000Z",2020-03-20,"150400453","SHUNHANGYUANYU879",-106.29225195,-0.31995964
"598","150400453-2020-03-13T15:59:28.000000Z",2020-03-24,"150400453","SHUNHANGYUANYU879",-106.02420558,-0.47570866
"599","150400453-2020-09-24T18:31:30.000000Z",2020-12-20,"150400453","LURONGYUANYU715",-76.25884953,-36.27015321
"600","150400453-2020-09-24T18:31:30.000000Z",2020-12-21,"150400453","LURONGYUANYU715",-76.21889315,-39.58358329
"601","150400453-2020-09-24T18:31:30.000000Z",2020-12-26,"150400453","LURONGYUANYU715",-73.74769019,-52.99847955
"602","150400453-2020-09-24T18:31:30.000000Z",2020-12-29,"150400453","LURONGYUANYU715",-70.34935519,-52.8960429
"603","150400453-2020-09-24T18:31:30.000000Z",2021-01-18,"150400453","SHUNHANG 3",-60.56030578,-45.53318604
"604","150400453-2020-09-24T18:31:30.000000Z",2021-01-19,"150400453","SHUNHANG 3",-60.42696267,-45.28615755
"605","150400453-2020-09-24T18:31:30.000000Z",2021-01-22,"150400453","SHUNHANG 3",-60.51783839,-45.54896478
"606","150400453-2020-09-24T18:31:30.000000Z",2021-01-23,"150400453","SHUNHANG 3",-60.39412406,-45.74058128
"607","150400453-2020-09-24T18:31:30.000000Z",2021-01-24,"150400453","SHUNHANG 3",-60.57700708,-45.49503282
"608","150400453-2020-09-24T18:31:30.000000Z",2021-01-25,"150400453","SHUNHANG 3",-60.53841119,-45.42068108
"609","150400453-2020-09-24T18:31:30.000000Z",2021-01-26,"150400453","SHUNHANG 3",-60.55170868,-45.44340819
"610","150400453-2020-09-24T18:31:30.000000Z",2021-01-27,"150400453","SHUNHANG 3",-60.65119764,-45.72451743
"611","150400453-2020-09-24T18:31:30.000000Z",2021-01-28,"150400453","SHUNHANG 3",-60.34905442,-45.70061543
"612","150400453-2020-09-24T18:31:30.000000Z",2021-01-29,"150400453","SHUNHANG 3",-60.58730757,-45.47548346
"613","150400453-2020-09-24T18:31:30.000000Z",2021-01-30,"150400453","SHUNHANG 3",-60.49748343,-45.33914626
"614","150400453-2020-09-24T18:31:30.000000Z",2021-01-31,"150400453","SHUNHANG 3",-60.59377419,-45.43770384
"615","150400453-2020-09-24T18:31:30.000000Z",2021-02-01,"150400453","SHUNHANG 3",-60.59160628,-45.44679186
"616","150400453-2020-09-24T18:31:30.000000Z",2021-02-02,"150400453","SHUNHANG 3",-60.6092196,-45.4695964
"617","150400453-2020-09-24T18:31:30.000000Z",2021-02-03,"150400453","SHUNHANG 3",-60.6509538,-45.64199947
"618","150400453-2020-09-24T18:31:30.000000Z",2021-02-04,"150400453","SHUNHANG 3",-60.65568311,-45.68622314
"619","150400453-2020-09-24T18:31:30.000000Z",2021-02-05,"150400453","SHUNHANG 3",-60.66539144,-45.67712545
"620","150400453-2020-09-24T18:31:30.000000Z",2021-02-06,"150400453","SHUNHANG 3",-60.52938683,-45.38424155
"621","150400453-2020-09-24T18:31:30.000000Z",2021-02-07,"150400453","SHUNHANG 3",-60.57682281,-45.45106319
"622","150400453-2020-09-24T18:31:30.000000Z",2021-02-08,"150400453","SHUNHANG 3",-60.47849066,-45.28692173
"623","150400453-2020-09-24T18:31:30.000000Z",2021-02-09,"150400453","SHUNHANG 3",-60.56804508,-45.44282746
"624","150400453-2020-09-24T18:31:30.000000Z",2021-02-10,"150400453","SHUNHANG 3",-60.65606176,-45.67769178
"625","150400453-2020-09-24T18:31:30.000000Z",2021-02-12,"150400453","SHUNHANG 3",-60.46368425,-45.38171449
"626","150400453-2020-09-24T18:31:30.000000Z",2021-02-13,"150400453","SHUNHANG 3",-60.48909064,-45.41039505
"627","150400453-2020-09-24T18:31:30.000000Z",2021-02-14,"150400453","SHUNHANG 3",-60.54427704,-45.82181624
"628","150400453-2020-09-24T18:31:30.000000Z",2021-02-15,"150400453","SHUNHANG 3",-60.22722406,-45.16699517
"629","150400453-2020-09-24T18:31:30.000000Z",2021-02-16,"150400453","SHUNHANG 3",-60.23258954,-45.10696255
"630","150400453-2020-09-24T18:31:30.000000Z",2021-02-17,"150400453","SHUNHANG 3",-60.22165104,-45.24725855
"631","150400453-2020-09-24T18:31:30.000000Z",2021-02-17,"150400453","LURONGYUANYU 581",-60.22165104,-45.24725855
"632","150400453-2020-09-24T18:31:30.000000Z",2021-02-18,"150400453","SHUNHANG 3",-60.26751494,-46.38086781
"633","150400453-2020-09-24T18:31:30.000000Z",2021-02-19,"150400453","SHUNHANG 3",-60.49497795,-47.308435
"634","150400453-2020-09-24T18:31:30.000000Z",2021-02-20,"150400453","SHUNHANG 3",-60.6665289,-46.53969587
"635","150400453-2020-09-24T18:31:30.000000Z",2021-02-21,"150400453","SHUNHANG 3",-60.54509787,-45.38940113
"636","150400453-2020-09-24T18:31:30.000000Z",2021-02-22,"150400453","HAI HANG 3",-60.61286712,-45.71932363
"637","150400453-2020-09-24T18:31:30.000000Z",2021-02-23,"150400453","HAI HANG 3",-60.10622344,-45.21632498
"638","150400453-2020-09-24T18:31:30.000000Z",2021-02-24,"150400453","HAI HANG 3",-60.46894575,-45.45904291
"639","150400453-2020-09-24T18:31:30.000000Z",2021-02-26,"150400453","HAI HANG 3",-60.22086947,-45.26219161
"640","150400453-2020-09-24T18:31:30.000000Z",2021-02-27,"150400453","HAI HANG 3",-60.13960611,-45.1917694
"641","150400453-2020-09-24T18:31:30.000000Z",2021-02-28,"150400453","HAI HANG 3",-60.10109819,-45.19052341
"642","150400453-2020-09-24T18:31:30.000000Z",2021-03-03,"150400453","HAI HANG 3",-60.07222348,-45.07313344
"643","150400453-2020-09-24T18:31:30.000000Z",2021-03-05,"150400453","HAI HANG 3",-60.04396401,-45.07800345
"644","150400453-2020-09-24T18:31:30.000000Z",2021-03-06,"150400453","HAI HANG 3",-60.08534876,-45.22321064
"645","150400453-2020-09-24T18:31:30.000000Z",2021-03-07,"150400453","HAI HANG 3",-60.07288552,-45.12117581
"646","150400453-2020-09-24T18:31:30.000000Z",2021-03-08,"150400453","HAI HANG 3",-60.06537333,-45.23732708
"647","150400453-2020-09-24T18:31:30.000000Z",2021-03-09,"150400453","HAI HANG 3",-59.90886949,-45.45509101
"648","150400453-2020-09-24T18:31:30.000000Z",2021-03-11,"150400453","HAI HANG 3",-60.04850925,-45.14056105
"649","150400453-2020-09-24T18:31:30.000000Z",2021-03-12,"150400453","HAI HANG 3",-60.12883632,-45.1611649
"650","150400453-2020-09-24T18:31:30.000000Z",2021-03-13,"150400453","HAI HANG 3",-60.13082656,-45.16363773
"651","150400453-2020-09-24T18:31:30.000000Z",2021-03-14,"150400453","HAI HANG 3",-60.11755012,-45.21593036
"652","150400453-2020-09-24T18:31:30.000000Z",2021-03-15,"150400453","HAI HANG 3",-60.22536606,-45.36097706
"653","150400453-2020-09-24T18:31:30.000000Z",2021-03-16,"150400453","HAI HANG 3",-58.93675212,-43.53146581
"654","150400453-2020-09-24T18:31:30.000000Z",2021-03-17,"150400453","HAI HANG 3",-57.81346638,-41.98744768
"655","150400453-2020-09-24T18:31:30.000000Z",2021-03-17,"150400453","HAHHHING 3",-57.81346638,-41.98744768
"656","150400453-2020-09-24T18:31:30.000000Z",2021-03-18,"150400453","HAI HANG 3",-58.41475439,-42.69872536
"657","150400453-2020-09-24T18:31:30.000000Z",2021-03-19,"150400453","HAI HANG 3",-59.78137206,-44.73265077
"658","150400453-2020-09-24T18:31:30.000000Z",2021-03-20,"150400453","HAI HANG 3",-60.13465743,-45.32347996
"659","150400453-2020-09-24T18:31:30.000000Z",2021-03-21,"150400453","HAI HANG 3",-60.11407132,-45.34412877
"660","150400453-2020-09-24T18:31:30.000000Z",2021-03-22,"150400453","HAI HANG 3",-60.15453515,-45.82147223
"661","150400453-2020-09-24T18:31:30.000000Z",2021-03-23,"150400453","HAI HANG 3",-60.15131355,-45.81874505
"662","150400453-2020-09-24T18:31:30.000000Z",2021-03-25,"150400453","HAI HANG 3",-60.07515734,-45.28196627
"663","150400453-2020-09-24T18:31:30.000000Z",2021-03-26,"150400453","HAI HANG 3",-60.07816172,-45.32539097
"664","150400453-2020-09-24T18:31:30.000000Z",2021-03-27,"150400453","HAI HANG 3",-60.1527114,-45.73581911
"665","150400453-2020-09-24T18:31:30.000000Z",2021-03-28,"150400453","HAI HANG 3",-60.15905831,-45.80220335
"666","150400453-2020-09-24T18:31:30.000000Z",2021-03-29,"150400453","HAI HANG 3",-60.14914701,-45.66454303
"667","150400453-2020-09-24T18:31:30.000000Z",2021-03-30,"150400453","HAI HANG 3",-60.05298603,-45.19012551
"668","150400453-2020-09-24T18:31:30.000000Z",2021-03-31,"150400453","HAI HANG 3",-60.05361649,-45.24945858
"669","150400453-2020-09-24T18:31:30.000000Z",2021-04-01,"150400453","HAI HANG 3",-60.14005233,-45.68834972
"670","150400453-2020-09-24T18:31:30.000000Z",2021-04-02,"150400453","HAI HANG 3",-60.14899435,-45.70091894
"671","150400453-2020-09-24T18:31:30.000000Z",2021-04-03,"150400453","HAI HANG 3",-60.05638127,-45.2117699
"672","150400453-2020-09-24T18:31:30.000000Z",2021-04-04,"150400453","HAI HANG 3",-60.06309126,-45.22300294
"673","150400453-2020-09-24T18:31:30.000000Z",2021-04-05,"150400453","HAI HANG 3",-60.05966811,-45.17496886
"674","150400453-2020-09-24T18:31:30.000000Z",2021-04-07,"150400453","HAI HANG 3",-60.07383888,-45.23423651
"675","150400453-2020-09-24T18:31:30.000000Z",2021-04-08,"150400453","HAI HANG 3",-60.05900924,-45.13257594
"676","150400453-2020-09-24T18:31:30.000000Z",2021-04-09,"150400453","HAI HANG 3",-60.10501867,-45.16704602
"677","150400453-2020-09-24T18:31:30.000000Z",2021-04-09,"150400453","HAI HANG 3    XX",-60.10501867,-45.16704602
"678","150400453-2020-09-24T18:31:30.000000Z",2021-04-10,"150400453","HAI HANG 3",-60.06738796,-45.21244528
"679","150400453-2020-09-24T18:31:30.000000Z",2021-04-11,"150400453","HAI HANG 3",-60.03678809,-45.14846401
"680","150400453-2020-09-24T18:31:30.000000Z",2021-04-12,"150400453","HAI HANG 3",-60.02591664,-45.15537104
"681","150400453-2020-09-24T18:31:30.000000Z",2021-04-13,"150400453","HAI HANG 3",-60.04438615,-45.13603863
"682","150400453-2020-09-24T18:31:30.000000Z",2021-04-14,"150400453","HAI HANG 3",-60.03538148,-45.17549006
"683","150400453-2020-09-24T18:31:30.000000Z",2021-04-15,"150400453","HAI HANG 3",-60.05064179,-45.21182813
"684","150400453-2020-09-24T18:31:30.000000Z",2021-04-17,"150400453","HAI HANG 3",-60.05322501,-45.12591973
"685","150400453-2020-09-24T18:31:30.000000Z",2021-04-18,"150400453","HAI HANG 3",-60.07881468,-45.24624831
"686","150400453-2020-09-24T18:31:30.000000Z",2021-04-19,"150400453","HAI HANG 3",-60.12709016,-45.43723918
"687","150400453-2020-09-24T18:31:30.000000Z",2021-04-20,"150400453","HAI HANG 3",-60.16876089,-45.63987297
"688","150400453-2020-09-24T18:31:30.000000Z",2021-04-22,"150400453","HAI HANG 3",-60.20812607,-45.73001674
"689","150400453-2020-09-24T18:31:30.000000Z",2021-04-23,"150400453","HAI HANG 3",-60.08924842,-45.30876651
"690","150400453-2020-09-24T18:31:30.000000Z",2021-04-24,"150400453","HAI HANG 3",-60.07320306,-45.36769733
"691","150400453-2020-09-24T18:31:30.000000Z",2021-04-25,"150400453","HAI HANG 3",-60.0798095,-45.40577311
"692","150400453-2020-09-24T18:31:30.000000Z",2021-04-26,"150400453","HAI HANG 3",-60.17189632,-45.8426708
"693","150400453-2020-09-24T18:31:30.000000Z",2021-04-27,"150400453","HAI HANG 3",-60.1280938,-45.68915775
"694","150400453-2020-09-24T18:31:30.000000Z",2021-04-28,"150400453","HAI HANG 3",-60.11871318,-45.55021829
"695","150400453-2020-09-24T18:31:30.000000Z",2021-04-29,"150400453","HAI HANG 3",-60.52512929,-45.50921293
"696","150400453-2020-09-24T18:31:30.000000Z",2021-04-30,"150400453","HAI HANG 3",-60.08673454,-45.45489886
"697","150400453-2020-09-24T18:31:30.000000Z",2021-05-01,"150400453","HAI HANG 3",-60.07047236,-45.35745412
"698","150400453-2020-09-24T18:31:30.000000Z",2021-05-02,"150400453","HAI HANG 3",-60.03238691,-45.18136432
"699","150400453-2020-09-24T18:31:30.000000Z",2021-05-03,"150400453","HAI HANG 3",-60.04803417,-45.2904101
"700","150400453-2020-09-24T18:31:30.000000Z",2021-05-04,"150400453","LURONGYUANYU 715",-60.22207748,-45.66066584
"701","150400453-2020-09-24T18:31:30.000000Z",2021-05-05,"150400453","LURONGYUANYU 715",-60.23132211,-45.91772223
"702","150400453-2020-09-24T18:31:30.000000Z",2021-05-06,"150400453","LURONGYUANYU 715",-60.46317359,-46.12088677
"703","150400453-2020-09-24T18:31:30.000000Z",2021-05-07,"150400453","LURONGYUANYU 715",-62.47022798,-48.08060229
"704","150400453-2020-09-24T18:31:30.000000Z",2021-05-08,"150400453","LURONGYUANYU 715",-65.55263995,-50.44659848
"705","150400453-2021-05-22T14:21:17.000000Z",2021-05-22,"150400453","LURONGYUANYU 715",-80.82024486,-40.84069975
"706","150400453-2021-05-22T14:21:17.000000Z",2021-05-23,"150400453","LURONGYUANYU 715",-82.27826453,-38.74045022
"707","150400453-2021-05-22T14:21:17.000000Z",2021-05-24,"150400453","LURONGYUANYU 715",-84.42793449,-35.74429819
"708","150400453-2021-05-22T14:21:17.000000Z",2021-05-25,"150400453","LURONGYUANYU 715",-87.14480673,-32.7700364
"709","150400453-2021-05-22T14:21:17.000000Z",2021-05-26,"150400453","LURONGYUANYU 715",-89.68440953,-30.07951226
"710","150400453-2021-05-22T14:21:17.000000Z",2021-05-27,"150400453","LURONGYUANYU 715",-92.28731703,-27.24728269
"711","150400453-2021-05-22T14:21:17.000000Z",2021-05-28,"150400453","LURONGYUANYU 715",-94.8149646,-24.44044606
"712","150400453-2021-05-22T14:21:17.000000Z",2021-05-29,"150400453","LURONGYUANYU 715",-97.44413257,-21.66410678
"713","150400453-2021-05-30T04:48:51.000000Z",2021-05-30,"150400453","LURONGYUANYU 715",-99.35535224,-19.76730053
"714","150400453-2021-05-22T14:21:17.000000Z",2021-05-30,"150400453","LURONGYUANYU 715",-100.05566267,-18.96166839
"715","150400453-2021-05-22T14:21:17.000000Z",2021-05-31,"150400453","LURONGYUANYU 715",-102.51979151,-16.3487974
"716","150400453-2021-05-22T14:21:17.000000Z",2021-06-01,"150400453","LURONGYUANYU 715",-104.90694509,-13.71284393
"717","150400453-2021-05-22T14:21:17.000000Z",2021-06-02,"150400453","LURONGYUANYU 715",-107.29395064,-11.0465847
"718","150400453-2021-05-22T14:21:17.000000Z",2021-06-03,"150400453","LURONGYUANYU 715",-109.78918724,-8.23260212
"719","150400453-2021-05-22T14:21:17.000000Z",2021-06-04,"150400453","LURONGYUANYU 715",-112.35905643,-5.04919082
"720","150400453-2021-05-22T14:21:17.000000Z",2021-06-05,"150400453","LURONGYUANYU 715",-114.56451239,-1.80019364
"721","150400453-2021-05-22T14:21:17.000000Z",2021-06-06,"150400453","LURONGYUANYU 715",-115.47948897,0.24774627
"722","150400453-2021-05-22T14:21:17.000000Z",2021-06-07,"150400453","LURONGYUANYU 715",-115.45824215,0.47385028
"723","150400453-2021-05-22T14:21:17.000000Z",2021-06-08,"150400453","LURONGYUANYU 715",-115.84868956,0.53121105
"724","150400453-2021-05-22T14:21:17.000000Z",2021-06-09,"150400453","LURONGYUANYU 715",-116.61660636,0.49493592
"725","150400453-2021-05-22T14:21:17.000000Z",2021-06-10,"150400453","LURONGYUANYU 715",-116.42005374,0.44367377
"726","150400453-2021-05-22T14:21:17.000000Z",2021-06-11,"150400453","LURONGYUANYU 715",-115.96153905,0.69085748
"727","150400453-2021-05-22T14:21:17.000000Z",2021-06-12,"150400453","LURONGYUANYU 715",-116.40957417,0.8112748
"728","150400453-2021-05-22T14:21:17.000000Z",2021-06-13,"150400453","LURONGYUANYU 715",-117.28292683,0.51825859
"729","150400453-2021-05-22T14:21:17.000000Z",2021-06-14,"150400453","LURONGYUANYU 715",-116.76718207,0.11955674
"730","150400453-2021-05-22T14:21:17.000000Z",2021-06-15,"150400453","LURONGYUANYU 715",-116.32087125,-0.21676384
"731","150400453-2021-05-22T14:21:17.000000Z",2021-06-16,"150400453","LURONGYUANYU 715",-116.81666571,-0.15477506
"732","150400453-2021-05-22T14:21:17.000000Z",2021-06-17,"150400453","LURONGYUANYU 715",-116.94716967,-0.17151287
"733","150400453-2021-05-22T14:21:17.000000Z",2021-06-18,"150400453","LURONGYUANYU 715",-116.88837141,-0.17876003
"734","150400453-2021-05-22T14:21:17.000000Z",2021-06-19,"150400453","LURONGYUANYU 715",-117.19073066,-0.21780344
"735","150400453-2021-05-22T14:21:17.000000Z",2021-06-20,"150400453","LURONGYUANYU 715",-117.3933675,-0.11901054
"736","150400453-2021-05-22T14:21:17.000000Z",2021-06-21,"150400453","LURONGYUANYU 715",-117.45205849,-0.03247335
"737","150400453-2021-05-22T14:21:17.000000Z",2021-06-22,"150400453","LURONGYUANYU 715",-117.94621034,0.16736617
"738","150400453-2021-05-22T14:21:17.000000Z",2021-06-23,"150400453","LURONGYUANYU 715",-120.8508264,0.61996674
"739","150400453-2021-05-22T14:21:17.000000Z",2021-06-24,"150400453","LURONGYUANYU 715",-124.77219993,1.3265381
"740","150400453-2021-05-22T14:21:17.000000Z",2021-06-25,"150400453","LURONGYUANYU 715",-128.73235742,2.16592872
"741","150400453-2021-05-22T14:21:17.000000Z",2021-06-26,"150400453","LURONGYUANYU 715",-132.3418651,3.07773893
"742","150400453-2021-05-22T14:21:17.000000Z",2021-06-27,"150400453","LURONGYUANYU 715",-136.19369596,4.06972827
"743","150400453-2021-05-22T14:21:17.000000Z",2021-06-28,"150400453","LURONGYUANYU 715",-139.82771161,4.98192941
"744","150400453-2021-05-22T14:21:17.000000Z",2021-06-29,"150400453","LURONGYUANYU 715",-143.16386693,5.95634957
"745","150400453-2021-05-22T14:21:17.000000Z",2021-06-30,"150400453","LURONGYUANYU 715",-146.41385078,6.9293413
"746","150400453-2021-05-22T14:21:17.000000Z",2021-07-01,"150400453","LURONGYUANYU 715",-149.91592477,7.93991378
"747","150400453-2021-05-22T14:21:17.000000Z",2021-07-02,"150400453","LURONGYUANYU 715",-153.55765275,8.83131966
"748","150400453-2021-05-22T14:21:17.000000Z",2021-07-02,"150400453","LURONGYUANYU 195",-153.55765275,8.83131966
"749","150400453-2021-05-22T14:21:17.000000Z",2021-07-03,"150400453","LURONGYUANYU 195",-157.30831092,9.69716546
"750","150400453-2021-05-22T14:21:17.000000Z",2021-07-04,"150400453","LURONGYUANYU 195",-161.10381744,10.54498636
"751","150400453-2021-05-22T14:21:17.000000Z",2021-07-05,"150400453","LURONGYUANYU 195",-165.43972361,11.41642357
"752","150400453-2021-05-22T14:21:17.000000Z",2021-07-06,"150400453","LURONGYUANYU 195",-168.91307763,12.43417124
"753","150400453-2021-05-22T14:21:17.000000Z",2021-07-07,"150400453","LURONGYUANYU 195",-172.47484627,14.40192277
"754","150400453-2021-05-22T14:21:17.000000Z",2021-07-08,"150400453","LURONGYUANYU 195",-176.0280073,16.43131866
"755","150400453-2021-05-22T14:21:17.000000Z",2021-07-09,"150400453","LURONGYUANYU 195",-179.51888324,18.32575944
"756","150400453-2021-05-22T14:21:17.000000Z",2021-07-10,"150400453","LURONGYUANYU 195",176.63722577,19.67813953
"757","150400453-2021-05-22T14:21:17.000000Z",2021-07-11,"150400453","LURONGYUANYU 195",172.68520638,20.86638385
"758","150400453-2021-05-22T14:21:17.000000Z",2021-07-12,"150400453","LURONGYUANYU 195",168.5749862,22.10260834
"759","150400453-2021-05-22T14:21:17.000000Z",2021-07-13,"150400453","LURONGYUANYU 195",164.74229191,23.52659367
"760","150400453-2021-05-22T14:21:17.000000Z",2021-07-14,"150400453","LURONGYUANYU 195",161.37578987,25.86952715
"761","150400453-2021-05-22T14:21:17.000000Z",2021-07-15,"150400453","LURONGYUANYU 195",158.4770559,28.60355678
"762","150400453-2021-05-22T14:21:17.000000Z",2021-07-16,"150400453","LURONGYUANYU 195",156.91040481,32.10051633
"763","150400453-2021-05-22T14:21:17.000000Z",2021-07-17,"150400453","LURONGYUANYU 195",154.08590446,33.95036868
"764","150400453-2021-05-22T14:21:17.000000Z",2021-07-18,"150400453","LURONGYUANYU 195",149.38059717,33.34317141
"765","150400453-2021-05-22T14:21:17.000000Z",2021-07-19,"150400453","LURONGYUANYU 195",144.66332464,32.73654413
"766","150400453-2021-05-22T14:21:17.000000Z",2021-07-20,"150400453","LURONGYUANYU 195",140.43278359,32.20765429
"767","150400453-2021-05-22T14:21:17.000000Z",2021-07-22,"150400453","LURONGYUANYU 195",130.9382826,31.0446539
"768","150400453-2021-05-22T14:21:17.000000Z",2021-07-23,"150400453","LURONGYUANYU 195",128.76440784,32.75199516
"769","150400453-2021-07-25T08:22:13.000000Z",2021-07-25,"150400453","LURONGYUANYU 195",129.03912022,35.04437934
"770","150400453-2021-07-25T08:22:13.000000Z",2021-07-26,"150400453","LURONGYUANYU 195",129.03945606,35.05357993
