"","seg_id","day","ssvid","shipname","lon","lat"
"42","150101050-2022-10-27T19:44:25.000000Z",2022-10-30,"150101050","MARGANA SAKTI II 1",138.81268913,-8.45129728
"43","150101050-2022-10-27T19:44:25.000000Z",2022-10-31,"150101050","MARGANA SAKTI II 1",138.919145,-8.42513333
"44","150101050-2022-10-27T19:44:25.000000Z",2022-11-01,"150101050","MARGANA SAKTI II 1",138.82309365,-8.47976277
"45","150101050-2022-10-27T19:44:25.000000Z",2022-11-02,"150101050","MARGANA SAKTI II 1",138.54645318,-8.46518491
"46","150101050-2022-10-27T19:44:25.000000Z",2022-11-03,"150101050","MARGANA SAKTI II 1",138.57837071,-8.52808049
"47","150101050-2022-10-27T19:44:25.000000Z",2022-11-04,"150101050","MARGANA SAKTI II 1",138.68798164,-8.48419794
"48","150101050-2022-10-27T19:44:25.000000Z",2022-11-05,"150101050","MARGANA SAKTI II 1",138.92367238,-8.36208371
"49","150101050-2022-10-27T19:44:25.000000Z",2022-11-06,"150101050","MARGANA SAKTI II 1",138.92504129,-8.36376204
"50","150101050-2022-10-27T19:44:25.000000Z",2022-11-07,"150101050","MARGANA SAKTI II 1",138.57881156,-8.50328833
"51","150101050-2022-10-27T19:44:25.000000Z",2022-11-08,"150101050","MARGANA SAKTI II 1",137.83876226,-8.43117541
"52","150101050-2022-10-27T19:44:25.000000Z",2022-11-09,"150101050","MARGANA SAKTI II 1",137.9139395,-8.44120088
"53","150101050-2022-10-27T19:44:25.000000Z",2022-11-10,"150101050","MARGANA SAKTI II 1",137.9617216,-8.44126349
"54","150101050-2022-10-27T19:44:25.000000Z",2022-11-11,"150101050","MARGANA SAKTI II 1",138.25014682,-8.4607571
"55","150101050-2022-10-27T19:44:25.000000Z",2022-11-12,"150101050","MARGANA SAKTI II 1",138.27467501,-8.48212217
"56","150101050-2022-10-27T19:44:25.000000Z",2022-11-13,"150101050","MARGANA SAKTI II 1",138.30133415,-8.47049863
"57","150101050-2022-10-27T19:44:25.000000Z",2022-11-14,"150101050","MARGANA SAKTI II 1",138.32115575,-8.48270417
"58","150101050-2022-10-27T19:44:25.000000Z",2022-11-15,"150101050","MARGANA SAKTI II 1",138.44915662,-8.43434771
"59","150101050-2022-10-27T19:44:25.000000Z",2022-11-16,"150101050","MARGANA SAKTI II 1",138.34823834,-8.51137501
"60","150101050-2022-10-27T19:44:25.000000Z",2022-11-17,"150101050","MARGANA SAKTI II 1",137.94750029,-8.48573243
"61","150101050-2022-10-27T19:44:25.000000Z",2022-11-18,"150101050","MARGANA SAKTI II 1",137.93833373,-8.48311157
"62","150101050-2022-10-27T19:44:25.000000Z",2022-11-19,"150101050","MARGANA SAKTI II 1",138.15948701,-8.48972181
"63","150101050-2022-10-27T19:44:25.000000Z",2022-11-20,"150101050","MARGANA SAKTI II 1",138.28530862,-8.50863475
"64","150101050-2022-10-27T19:44:25.000000Z",2022-11-21,"150101050","MARGANA SAKTI II 1",138.77079258,-8.45597269
"65","150101050-2022-10-27T19:44:25.000000Z",2022-11-22,"150101050","MARGANA SAKTI II 1",139.00672525,-8.40986404
"66","150101050-2022-12-23T00:32:37.000000Z",2022-12-23,"150101050","MARGANA SAKTI II 1",138.8540274,-8.45978087
"67","150101050-2022-12-23T00:32:37.000000Z",2022-12-24,"150101050","MARGANA SAKTI II 1",138.85274571,-8.46275772
"68","150101476-2022-11-15T13:21:26.000000Z",2022-11-15,"150101476","MARGANA SAKTI II 2",138.41738939,-8.45298544
"69","150101476-2022-11-15T13:21:26.000000Z",2022-11-16,"150101476","MARGANA SAKTI II 2",138.43955347,-8.4498632
"70","150101476-2022-11-15T13:21:26.000000Z",2022-11-17,"150101476","MARGANA SAKTI II 2",138.04431164,-8.47340783
"71","150101476-2022-11-15T13:21:26.000000Z",2022-11-18,"150101476","MARGANA SAKTI II 2",137.93926174,-8.46996083
"72","150101476-2022-11-15T13:21:26.000000Z",2022-11-19,"150101476","MARGANA SAKTI II 2",138.15399476,-8.48589832
"73","150101476-2022-11-15T13:21:26.000000Z",2022-11-20,"150101476","MARGANA SAKTI II 2",138.28852205,-8.51576635
"74","150101476-2022-11-15T13:21:26.000000Z",2022-11-21,"150101476","MARGANA SAKTI II 2",138.64858015,-8.46780898
"75","150101476-2022-11-15T13:21:26.000000Z",2022-11-22,"150101476","MARGANA SAKTI II 2",139.05294138,-8.39505068
"76","150101476-2022-12-23T00:33:15.000000Z",2022-12-23,"150101476","MARGANA SAKTI II 2",138.87292462,-8.42910789
"77","150101476-2022-12-23T00:33:15.000000Z",2022-12-24,"150101476","MARGANA SAKTI II 2",138.81890286,-8.47888219
"78","150101476-2022-12-23T00:33:15.000000Z",2022-12-25,"150101476","MARGANA SAKTI II 2",138.35430173,-8.47692355
"79","150101476-2022-12-23T00:33:15.000000Z",2022-12-26,"150101476","MARGANA SAKTI II 2",138.37185474,-8.48214109
"80","150101476-2022-12-23T00:33:15.000000Z",2022-12-27,"150101476","MARGANA SAKTI II 2",138.2751346,-8.50949001
"81","150101476-2022-12-23T00:33:15.000000Z",2022-12-28,"150101476","MARGANA SAKTI II 2",138.26377433,-8.38847567
"82","150101476-2022-12-23T00:33:15.000000Z",2022-12-29,"150101476","MARGANA SAKTI II 2",138.26441433,-8.39037567
"83","150200389-2022-03-18T12:34:39.000000Z",2022-03-18,"150200389","",-102.79604058,14.67102449
"84","150200389-2022-03-18T12:34:39.000000Z",2022-03-19,"150200389","",-102.80837785,14.68240378
"85","150200389-2022-03-21T17:30:01.000000Z",2022-03-21,"150200389","",-102.77753013,14.60707672
"86","150201552-2021-04-06T11:53:00.000000Z",2021-04-06,"150201552","YI FENG 17",-102.82492358,14.6849858
"87","150201552-2021-04-06T11:53:00.000000Z",2021-04-07,"150201552","YI FENG 17",-102.82493305,14.68499787
"88","150201552-2021-04-10T09:04:37.000000Z",2021-04-11,"150201552","YI FENG 17",-102.82492098,14.6850252
"89","150201552-2021-04-10T09:04:37.000000Z",2021-04-14,"150201552","YI FENG 17",-102.82490032,14.68509247
"90","150201552-2021-04-10T09:04:37.000000Z",2021-04-15,"150201552","YI FENG 17",-102.82491816,14.68506879
"91","150201552-2021-04-10T09:04:37.000000Z",2021-04-19,"150201552","YI FENG 17",-102.82488378,14.68498056
"92","150201552-2021-04-10T09:04:37.000000Z",2021-04-20,"150201552","YI FENG 17",-102.82486635,14.68498333
"93","150201552-2021-04-10T09:04:37.000000Z",2021-04-23,"150201552","YI FENG 17",-102.82479258,14.68547197
"94","150201552-2022-12-07T09:11:09.000000Z",2022-12-07,"150201552","YI FENG 17          ",-102.82584333,14.684
"95","150201657-2020-03-21T01:34:37.000000Z",2020-03-21,"150201657","",122.37384405,36.86158643
"96","150201657-2020-03-25T10:31:24.000000Z",2020-03-25,"150201657","",122.37390395,36.86156243
"97","150201657-2020-03-28T23:30:39.000000Z",2020-03-28,"150201657","",122.37474444,36.86136389
"98","150201657-2020-03-28T23:30:39.000000Z",2020-03-29,"150201657","",122.42425287,36.86197798
"99","150201657-2020-04-25T06:49:57.000000Z",2020-04-25,"150201657","",122.37479679,36.86076346
"100","150201657-2020-04-26T10:50:57.000000Z",2020-04-26,"150201657","",122.38713242,36.85119327
"101","150201657-2020-06-27T01:11:27.000000Z",2020-06-27,"150201657","",121.28872394,36.58767727
"102","150201657-2020-06-30T08:54:05.000000Z",2020-06-30,"150201657","",121.25772774,36.63437972
"103","150201657-2020-10-05T01:26:53.000000Z",2020-10-05,"150201657","",122.38972113,36.85238503
"104","150201657-2020-11-01T21:32:42.000000Z",2020-11-01,"150201657","",122.39076911,36.85718803
"105","150201657-2020-11-01T21:32:42.000000Z",2020-11-02,"150201657","",122.37907455,36.85945937
"106","150201657-2020-12-03T03:06:53.000000Z",2020-12-03,"150201657","",122.39110803,36.87508024
"107","150201657-2020-12-03T03:06:53.000000Z",2020-12-04,"150201657","",122.37894116,36.8594628
"108","150201657-2020-12-17T01:37:24.000000Z",2020-12-17,"150201657","",122.38122996,36.85525696
"109","150201657-2021-01-27T23:24:27.000000Z",2021-01-28,"150201657","",122.39502616,36.82814245
"110","150201657-2021-02-01T00:46:46.000000Z",2021-02-01,"150201657","",122.39288288,36.8572714
"111","150201657-2021-02-16T03:36:18.000000Z",2021-02-16,"150201657","",122.39944978,36.80492648
"112","150201657-2021-03-15T01:26:47.000000Z",2021-03-15,"150201657","",122.43443778,36.81929988
"113","150201657-2021-04-28T20:12:23.000000Z",2021-04-28,"150201657","",122.39006944,36.85493608
"114","150201657-2021-04-28T20:12:23.000000Z",2021-04-29,"150201657","",122.37925,36.85987917
"115","150201657-2021-10-17T02:44:59.000000Z",2021-10-17,"150201657","",122.40476514,36.85494968
"116","150201657-2021-10-25T23:44:32.000000Z",2021-10-26,"150201657","",122.38294111,36.86146152
"117","150201657-2022-04-30T14:35:11.000000Z",2022-04-30,"150201657","",121.61353297,37.77008931
"118","150201657-2022-07-08T16:59:32.000000Z",2022-07-08,"150201657","",120.81838913,37.83167176
"119","150201657-2022-07-08T16:59:32.000000Z",2022-07-09,"150201657","",122.60638657,36.9609736
"120","150201657-2022-09-02T02:31:55.000000Z",2022-09-03,"150201657","",122.97347644,38.18015675
"121","150201657-2022-09-09T15:13:15.000000Z",2022-09-10,"150201657","",122.95109951,38.48322375
"122","150201657-2022-10-09T12:42:19.000000Z",2022-10-10,"150201657","",122.66405217,37.365568
"123","150201657-2022-10-09T12:42:19.000000Z",2022-10-11,"150201657","",122.68390661,37.36056259
"124","150201657-2022-10-20T23:19:22.000000Z",2022-10-20,"150201657","",123.93136123,37.73798893
"125","150201657-2022-11-02T16:06:19.000000Z",2022-11-02,"150201657","",123.44844681,37.82010656
"126","150201657-2022-11-08T12:20:06.000000Z",2022-11-08,"150201657","",122.76362014,38.47138319
"127","150201657-2022-11-08T12:20:06.000000Z",2022-11-11,"150201657","",122.90899217,37.584324
"128","150201657-2022-11-08T12:20:06.000000Z",2022-11-12,"150201657","",122.68458716,37.35566244
"129","150201657-2022-11-08T12:20:06.000000Z",2022-11-13,"150201657","",122.67256733,37.35992116
"130","150201657-2022-11-08T12:20:06.000000Z",2022-11-13,"150201657","HHH",122.67256733,37.35992116
"131","150201657-2022-11-08T12:20:06.000000Z",2022-11-14,"150201657","",122.70662573,37.46879936
"132","150201657-2022-11-08T12:20:06.000000Z",2022-11-17,"150201657","",123.04397513,38.14446062
"133","150201657-2022-11-08T12:20:06.000000Z",2022-11-19,"150201657","",123.53523012,37.32079167
"134","150201657-2022-11-22T19:15:24.000000Z",2022-11-23,"150201657","",123.08588986,38.23007581
"135","150201657-2022-11-22T19:15:24.000000Z",2022-11-24,"150201657","",123.61759774,37.88842207
"136","150201657-2022-11-22T19:15:24.000000Z",2022-11-25,"150201657","",124.04898035,36.87327725
"137","150201657-2022-11-22T19:15:24.000000Z",2022-11-27,"150201657","",123.54838849,37.08736618
"138","150201657-2022-11-22T19:15:24.000000Z",2022-11-28,"150201657","",122.58230884,37.27678019
"139","150201657-2022-11-22T19:15:24.000000Z",2022-11-29,"150201657","",122.56165318,37.27822328
"140","150201657-2022-11-22T19:15:24.000000Z",2022-11-29,"150201657","HHH",122.56165318,37.27822328
"141","150201657-2022-11-22T19:15:24.000000Z",2022-11-30,"150201657","",122.56204013,37.27856183
"142","150201657-2022-11-22T19:15:24.000000Z",2022-12-01,"150201657","",122.80918041,37.32658026
"143","150201657-2022-11-22T19:15:24.000000Z",2022-12-02,"150201657","",123.18234966,37.11216728
"144","150201657-2022-11-22T19:15:24.000000Z",2022-12-03,"150201657","",123.24764152,37.42196689
"145","150201657-2022-11-22T19:15:24.000000Z",2022-12-04,"150201657","",123.12717005,37.39244407
"146","150201657-2022-12-08T15:34:47.000000Z",2022-12-08,"150201657","",122.38527584,36.77400108
"147","150201657-2022-12-08T15:34:47.000000Z",2022-12-09,"150201657","",122.37536172,36.85480594
"148","150201657-2022-12-08T15:34:47.000000Z",2022-12-10,"150201657","",122.92988733,37.03767846
"149","150201657-2022-12-08T15:34:47.000000Z",2022-12-11,"150201657","",123.12149409,36.85376873
"150","150201657-2022-12-08T15:34:47.000000Z",2022-12-13,"150201657","",122.42510652,36.83700459
"151","150201657-2022-12-08T15:34:47.000000Z",2022-12-14,"150201657","",122.64296959,36.91519526
"152","150201657-2022-12-16T02:21:30.000000Z",2022-12-16,"150201657","",123.09676137,37.9271879
"153","150201657-2022-12-18T00:14:50.000000Z",2022-12-18,"150201657","",123.13830533,37.74861373
"154","150201657-2022-12-18T00:14:50.000000Z",2022-12-21,"150201657","",122.38809495,36.85814025
"155","150201657-2022-12-18T00:14:50.000000Z",2022-12-22,"150201657","",122.38738416,36.8583313
"156","150201657-2022-12-18T00:14:50.000000Z",2022-12-23,"150201657","",122.38726853,36.85830191
"157","150201657-2022-12-18T00:14:50.000000Z",2022-12-23,"150201657","HHH",122.38726853,36.85830191
"158","150201657-2022-12-18T00:14:50.000000Z",2022-12-24,"150201657","",122.38437216,36.86029686
"159","150201657-2022-12-18T00:14:50.000000Z",2022-12-25,"150201657","",122.51701316,36.74957111
"160","150201657-2022-12-30T18:00:14.000000Z",2022-12-31,"150201657","",122.26443466,34.2871999
"161","150201698-2020-04-08T07:02:49.000000Z",2020-04-08,"150201698","",122.37433056,36.86103333
"162","150201698-2020-04-13T14:31:54.000000Z",2020-04-13,"150201698","",122.16061769,36.49407572
"163","150201698-2020-04-13T14:31:54.000000Z",2020-04-14,"150201698","",122.37327803,36.73405513
"164","150201698-2020-12-04T05:53:31.000000Z",2020-12-04,"150201698","",122.40609443,36.85302149
"165","150201698-2020-12-28T05:31:46.000000Z",2020-12-28,"150201698","",122.39265305,36.85944767
"166","150201698-2020-12-28T05:31:46.000000Z",2020-12-29,"150201698","",122.37938323,36.86148646
"167","150201698-2020-12-28T05:31:46.000000Z",2020-12-30,"150201698","",122.38943708,36.85693989
"168","150201698-2020-12-28T05:31:46.000000Z",2020-12-31,"150201698","",122.43006458,36.81610654
"169","150201698-2021-01-31T21:16:17.000000Z",2021-02-01,"150201698","",122.44618013,36.81619907
"170","150201698-2021-02-17T06:06:18.000000Z",2021-02-17,"150201698","",122.41533831,36.76622007
"171","150201698-2021-04-30T03:21:35.000000Z",2021-04-30,"150201698","",121.65926089,37.66003862
"172","150201698-2021-07-31T14:16:36.000000Z",2021-07-31,"150201698","",120.76158094,37.8585772
"173","150201698-2021-07-31T14:16:36.000000Z",2021-08-01,"150201698","",122.68709698,37.35766191
"174","150201698-2021-09-08T11:24:06.000000Z",2021-09-08,"150201698","",123.21999611,37.74979476
"175","150201698-2021-09-11T04:16:23.000000Z",2021-09-11,"150201698","",122.58446319,37.28238923
"176","150201698-2021-10-15T21:40:48.000000Z",2021-10-15,"150201698","",122.3785145,36.86016904
"177","150201698-2021-10-25T23:44:59.000000Z",2021-10-25,"150201698","HHH",122.373975,36.85506667
"178","150201698-2021-10-25T23:44:59.000000Z",2021-10-25,"150201698","",122.373975,36.85506667
"179","150201698-2021-10-25T23:44:59.000000Z",2021-10-26,"150201698","",122.37396667,36.85504722
"180","150201698-2022-07-08T19:53:58.000000Z",2022-07-08,"150201698","",121.63626412,37.76238728
"181","150201698-2022-09-02T10:47:23.000000Z",2022-09-02,"150201698","",121.03095112,38.66966459
"182","150201698-2022-09-02T10:47:23.000000Z",2022-09-03,"150201698","",120.86468403,38.79777356
"183","150201698-2022-09-02T10:47:23.000000Z",2022-09-04,"150201698","",120.91931942,38.77042148
"184","150201698-2022-09-02T10:47:23.000000Z",2022-09-04,"150201698","HHH",120.91931942,38.77042148
"185","150201698-2022-09-02T10:47:23.000000Z",2022-09-05,"150201698","",120.94671335,38.68059743
"186","150201698-2022-09-10T03:24:47.000000Z",2022-09-10,"150201698","",122.97588806,38.47397257
"187","150201698-2022-10-10T07:58:33.000000Z",2022-10-10,"150201698","",122.66181667,37.36467044
"188","150201698-2022-10-10T07:58:33.000000Z",2022-10-11,"150201698","",122.70030467,37.38123874
"189","150201698-2022-11-07T08:06:15.000000Z",2022-11-07,"150201698","",123.08157394,37.79568781
"190","150201698-2022-11-07T08:06:15.000000Z",2022-11-08,"150201698","",122.78958592,37.89483955
"191","150201698-2022-11-07T08:06:15.000000Z",2022-11-09,"150201698","",122.87544054,37.35186046
"192","150201698-2022-12-14T01:47:43.000000Z",2022-12-14,"150201698","",122.57081501,36.910716
"193","150201698-2022-12-16T02:27:34.000000Z",2022-12-16,"150201698","",123.10668892,37.88915646
"194","150201698-2022-12-16T02:27:34.000000Z",2022-12-17,"150201698","",123.12737234,37.87271115
"195","150201698-2022-12-16T02:27:34.000000Z",2022-12-18,"150201698","",123.13858876,37.67546866
"196","150201698-2022-12-16T02:27:34.000000Z",2022-12-19,"150201698","",123.02966888,37.31997711
"197","150201698-2022-12-16T02:27:34.000000Z",2022-12-21,"150201698","",122.40320943,36.85426725
"198","150201698-2022-12-16T02:27:34.000000Z",2022-12-21,"150201698","HHH",122.40320943,36.85426725
"199","150201698-2022-12-16T02:27:34.000000Z",2022-12-22,"150201698","",122.39932357,36.85516921
"200","150201698-2022-12-16T02:27:34.000000Z",2022-12-23,"150201698","",122.39926484,36.85511844
"201","150201698-2022-12-16T02:27:34.000000Z",2022-12-24,"150201698","",122.39901374,36.85589631
"202","150201698-2022-12-16T02:27:34.000000Z",2022-12-24,"150201698","HHH",122.39901374,36.85589631
"203","150201698-2022-12-16T02:27:34.000000Z",2022-12-25,"150201698","",122.53420293,36.75090931
"204","150201698-2022-12-26T09:03:54.000000Z",2022-12-28,"150201698","",123.55104582,33.6610643
"205","150202450-2020-03-06T07:44:30.000000Z",2020-03-07,"150202450","",122.43581667,36.89521667
"206","150202450-2020-03-11T06:09:52.000000Z",2020-03-11,"150202450","",122.43584681,36.89524583
"207","150202450-2020-03-11T06:09:52.000000Z",2020-03-12,"150202450","",122.43585714,36.89524206
"208","150202450-2020-03-11T06:09:52.000000Z",2020-03-13,"150202450","",122.43583946,36.89523367
"209","150202450-2020-03-11T06:09:52.000000Z",2020-03-14,"150202450","",122.48227354,36.84589009
"210","150202450-2020-09-10T10:16:54.000000Z",2020-09-10,"150202450","",122.4360977,36.89516558
"211","150202450-2020-09-10T10:16:54.000000Z",2020-09-11,"150202450","",122.43612222,36.89515812
"212","150202450-2020-12-06T15:34:16.000000Z",2020-12-06,"150202450","",122.45528521,36.82954714
"213","150202450-2020-12-12T10:35:28.000000Z",2020-12-12,"150202450","",122.46717653,36.82273224
"214","150202450-2020-12-12T10:35:28.000000Z",2020-12-13,"150202450","",122.45323927,36.86916399
"215","150202450-2020-12-12T10:35:28.000000Z",2020-12-14,"150202450","",122.44473745,36.90213636
"216","150202450-2020-12-12T10:35:28.000000Z",2020-12-15,"150202450","",122.45237995,36.89684894
"217","150202450-2020-12-12T10:35:28.000000Z",2020-12-16,"150202450","",122.5390674,36.8519175
"218","150202450-2020-12-28T05:34:00.000000Z",2020-12-28,"150202450","",122.45754834,36.89691504
"219","150202450-2020-12-28T05:34:00.000000Z",2020-12-29,"150202450","",122.4490135,36.90373395
"220","150202450-2020-12-28T05:34:00.000000Z",2020-12-30,"150202450","",122.46948036,36.84817169
"221","150202450-2020-12-28T05:34:00.000000Z",2020-12-31,"150202450","",122.49679452,36.80464569
"222","150202450-2021-01-05T02:06:06.000000Z",2021-01-05,"150202450","",122.67957217,37.36207001
"223","150202450-2021-01-05T02:06:06.000000Z",2021-01-06,"150202450","",122.67726211,37.36159272
"224","150202450-2021-01-05T02:06:06.000000Z",2021-01-06,"150202450","HHH",122.67726211,37.36159272
"225","150202450-2021-01-05T02:06:06.000000Z",2021-01-07,"150202450","",122.67916507,37.36172064
"226","150202450-2021-01-05T02:06:06.000000Z",2021-01-07,"150202450","HHH",122.67916507,37.36172064
"227","150202450-2021-01-05T02:06:06.000000Z",2021-01-08,"150202450","",122.67873362,37.36155956
"228","150202450-2021-01-05T02:06:06.000000Z",2021-01-09,"150202450","",122.67828834,37.36209635
"229","150202450-2021-01-05T02:06:06.000000Z",2021-01-09,"150202450","HHH",122.67828834,37.36209635
"230","150202450-2021-01-05T02:06:06.000000Z",2021-01-10,"150202450","",122.6732433,37.35913524
"231","150202450-2021-01-05T02:06:06.000000Z",2021-01-11,"150202450","",122.67337528,37.35987646
"232","150202450-2021-01-05T02:06:06.000000Z",2021-01-11,"150202450","HHH",122.67337528,37.35987646
"233","150202450-2021-01-05T02:06:06.000000Z",2021-01-12,"150202450","",122.6732189,37.36013177
"234","150202450-2021-01-05T02:06:06.000000Z",2021-01-13,"150202450","",122.67272562,37.35960531
"235","150202450-2021-01-05T02:06:06.000000Z",2021-01-13,"150202450","HHH",122.67272562,37.35960531
"236","150202450-2021-01-05T02:06:06.000000Z",2021-01-14,"150202450","",122.67221241,37.36011
"237","150202450-2021-01-05T02:06:06.000000Z",2021-01-14,"150202450","HHH",122.67221241,37.36011
"238","150202450-2021-01-05T02:06:06.000000Z",2021-01-15,"150202450","",122.67323904,37.35888979
"239","150202450-2021-01-05T02:06:06.000000Z",2021-01-15,"150202450","HHH",122.67323904,37.35888979
"240","150202450-2021-01-05T02:06:06.000000Z",2021-01-16,"150202450","",122.67318491,37.35913826
"241","150202450-2021-01-05T02:06:06.000000Z",2021-01-17,"150202450","",122.58902379,37.12319328
"242","150202450-2021-04-15T03:54:15.000000Z",2021-04-15,"150202450","",118.48101111,24.27355704
"243","150202450-2021-06-19T14:38:08.000000Z",2021-06-19,"150202450","",127.37942776,31.63897222
"244","150202450-2021-06-19T14:38:08.000000Z",2021-06-21,"150202450","",127.34654167,31.90663333
"245","150202450-2021-10-19T01:20:31.000000Z",2021-10-19,"150202450","",122.47226297,36.83430309
"246","150202450-2021-10-30T10:38:47.000000Z",2021-10-30,"150202450","",122.46287804,36.85463968
"247","150202450-2021-11-06T01:55:37.000000Z",2021-11-06,"150202450","",122.49194167,36.80255556
"248","150202953-2021-05-02T17:11:10.000000Z",2021-05-02,"150202953","",129.54593674,35.37232421
"249","150202953-2021-05-02T17:11:10.000000Z",2021-05-03,"150202953","",131.83245736,38.28258322
"250","150202953-2021-05-02T17:11:10.000000Z",2021-05-04,"150202953","",132.170665,38.7136
"251","150202953-2021-05-06T08:29:28.000000Z",2021-05-06,"150202953","",132.54777881,38.6411552
"252","150202953-2021-05-19T05:29:11.000000Z",2021-05-19,"150202953","",131.55636191,37.48928211
"253","150202953-2021-05-19T05:29:11.000000Z",2021-05-20,"150202953","",128.75356895,34.32442818
"254","150202953-2021-06-04T08:05:42.000000Z",2021-06-04,"150202953","",132.03754955,38.13970944
"255","150202953-2021-07-01T22:10:50.000000Z",2021-07-02,"150202953","",128.6604437,34.23132917
"256","150202953-2021-07-23T07:43:46.000000Z",2021-07-23,"150202953","",128.98155264,33.69596591
