"","ssvid","best_flag","best_vessel_class","vessel_name"
"523","412420317","CHN","squid_jigger",NA
"524","412420624","CHN","squid_jigger","NINGTAI57"
"525","412420624","CHN","squid_jigger",NA
"526","412420008","CHN","squid_jigger","JINHAI701"
"527","412420008","CHN","squid_jigger",NA
"528","412440556","CHN","squid_jigger","FUYUANYU7883"
"529","235099749","IMN","passenger","PEGASO"
"530","235099749","IMN","passenger","NAIA"
"531","412420378","CHN","squid_jigger","HUALI160"
"532","412420378","CHN","squid_jigger","HUALI16"
"533","412549275","CHN","squid_jigger","LURONGYUANYU831"
"534","412549012","CHN","squid_jigger","NINGTAI15"
"535","412679810","CHN","squid_jigger","LIAOYU1HAO"
"536","412679810","CHN","squid_jigger",NA
"537","412331035","CHN","squid_jigger","LUYANYUANYU6"
"538","412331035","CHN","squid_jigger","LUYANYUANYU7"
"539","412331035","CHN","squid_jigger","LUYANYUANYU8"
"540","412549277","CHN","squid_jigger","LURONGYUANYU833"
"541","412549162","CHN","squid_jigger","JULONGJIAYA34"
"542","412549162","CHN","squid_jigger","SHUNZE811"
"543","412549115","CHN","fishing","HANYI17"
"544","412420472","CHN","squid_jigger","MINGZHOU8"
"545","412420472","CHN","squid_jigger","H0NGPU9"
"546","949403626",NA,NA,"MINGXIANG858"
"547","412421183","CHN","fishing","TAOYUAN610"
"548","412421171","CHN","fishing","HENGXIN1"
"549","412328799","CHN","squid_jigger","ZHENFA5"
"550","412328799","CHN","fishing","ZHENGFA5"
"551","412328799","CHN","fishing",NA
"552","412328799","CHN","fishing","ZHENFA5"
"553","412328799","CHN","squid_jigger","ZHENGFA5"
"554","412420912","CHN","squid_jigger","ZHOUYU8"
"555","412420912","CHN","squid_jigger",NA
"556","412421129","CHN","fishing","YUANJIA1"
"557","412549052","CHN","squid_jigger","HAIFENGLONG6"
"558","412271480","CHN","squid_jigger","ZHONGYUANYU16"
"559","412271480","CHN","squid_jigger","ZHONGYUANYU16HAO"
"560","412271480","CHN","squid_jigger",NA
